[00:00.000 --> 00:00.840]  Exactly.
[03:33:38.980 --> 03:33:42.040]  of the patient base that I knew and had around me,
[03:33:42.040 --> 03:33:45.380]  which was at the maximum was 4,600 people
[03:33:45.820 --> 03:33:47.480]  at the very end when I left.
[03:33:47.480 --> 03:33:50.380]  But at the peak, we were doing 4,400 people.
[03:33:50.380 --> 03:33:55.380]  I had like a 400 people base of different ailments
[03:33:55.380 --> 03:33:58.660]  like cancer, TBI, we've got seizure,
[03:33:58.660 --> 03:34:01.980]  we've got people that have, like my mom, broken back.
[03:34:01.980 --> 03:34:04.500]  Other people are working with PTSD
[03:34:04.500 --> 03:34:07.780]  and I could group them together and offer them plants
[03:34:07.780 --> 03:34:09.720]  and do my breeding through the information
[03:34:09.720 --> 03:34:10.920]  that I gained back from them
[03:34:10.920 --> 03:34:13.820]  instead of just sending it in to get a test report
[03:34:13.820 --> 03:34:18.820]  that said this plant's got 27% THC and 3% CBRD
[03:34:19.220 --> 03:34:22.020]  and like this percentage of terpenes.
[03:34:22.020 --> 03:34:23.500]  I was breeding a different way,
[03:34:23.500 --> 03:34:28.020]  which for me was better for the purposes that I had,
[03:34:28.020 --> 03:34:31.120]  not the only way and not the only correct way,
[03:34:31.120 --> 03:34:35.180]  but this plant can be used in so many different ways.
[03:34:35.180 --> 03:34:36.780]  You can do it commercially,
[03:34:36.780 --> 03:34:39.600]  you can do it straight medicinally,
[03:34:39.600 --> 03:34:42.580]  you can do it through what I call like a hype,
[03:34:42.580 --> 03:34:43.860]  where it's just whatever's new,
[03:34:43.860 --> 03:34:46.740]  you're gonna breed that period, no matter what it is,
[03:34:46.740 --> 03:34:49.580]  which means you put no work into the line,
[03:34:49.580 --> 03:34:51.740]  you're just dropping shit that's there.
[03:34:51.740 --> 03:34:54.740]  There was no purpose for it other than to sell it.
[03:34:54.740 --> 03:34:56.780]  There's just different reasons to do it.
[03:34:56.780 --> 03:34:58.380]  If you understand why you wanna do it,
[03:34:58.380 --> 03:35:01.440]  then you steer for what you're doing that direction.
[03:35:01.440 --> 03:35:04.100]  It doesn't matter what line you start with.
[03:35:04.100 --> 03:35:06.780]  There's a lot of different reasons.
[03:35:06.780 --> 03:35:07.620]  Different ways.
[03:35:07.620 --> 03:35:09.220]  Runs to plants.
[03:35:09.220 --> 03:35:10.340]  Runs to plants.
[03:35:10.340 --> 03:35:13.020]  Turn mids to fucking leads.
[03:35:13.020 --> 03:35:14.740]  Homie, let's do this.
[03:35:14.740 --> 03:35:16.220]  They talk about purple haze lineage.
[03:35:16.220 --> 03:35:20.140]  The purple haze is the magenta Columbian
[03:35:20.140 --> 03:35:22.940]  that they use to make the original haze.
[03:35:22.940 --> 03:35:26.540]  And then out of that, you get purple phenotypes
[03:35:26.540 --> 03:35:28.820]  that come from that three-way haze cross
[03:35:28.820 --> 03:35:30.580]  that made pure haze.
[03:35:31.660 --> 03:35:32.500]  So yeah.
[03:35:32.500 --> 03:35:35.460]  The only purple ones that I saw came from the Dreamtime,
[03:35:35.460 --> 03:35:38.500]  which isn't surprising because that was all crossed up
[03:35:38.980 --> 03:35:40.380]  with whatever he had.
[03:35:40.380 --> 03:35:44.020]  And then also the stuff that I inherited,
[03:35:44.020 --> 03:35:46.020]  which was the NL haze.
[03:35:46.020 --> 03:35:49.180]  And it had a really tight structure
[03:35:49.180 --> 03:35:50.780]  and it was really dark green.
[03:35:50.780 --> 03:35:53.140]  And some of them would, it wouldn't turn out like purple.
[03:35:53.140 --> 03:35:54.620]  It was like a red.
[03:35:54.620 --> 03:35:56.740]  It was like turned red on the tips.
[03:35:57.740 --> 03:35:58.580]  Yeah.
[03:35:58.580 --> 03:35:59.820]  You seen any of that?
[03:36:00.900 --> 03:36:03.140]  Out of the hazes, you can get all kinds.
[03:36:03.140 --> 03:36:04.780]  You can even read all the old forms.
[03:36:04.780 --> 03:36:07.260]  Like you get purple, you're gonna get blue,
[03:36:07.260 --> 03:36:09.940]  magenta, silver, greens.
[03:36:09.940 --> 03:36:12.340]  There's gold versions that come out of the hazes.
[03:36:12.340 --> 03:36:15.720]  And it all comes out of that original haze three-way mix
[03:36:15.720 --> 03:36:20.660]  of the Punta Rojo, the green and the purple Columbian.
[03:36:20.660 --> 03:36:22.020]  And then from there, when they,
[03:36:22.020 --> 03:36:24.020]  the phenotypes that come out of that
[03:36:24.020 --> 03:36:25.620]  are end up where you get the purple haze.
[03:36:25.620 --> 03:36:28.780]  So that three-way cross shows phenotypes
[03:36:28.780 --> 03:36:31.100]  of all those other ones, the silver, the blue,
[03:36:31.100 --> 03:36:34.380]  the purple, the green, and each one of those comes out.
[03:36:34.380 --> 03:36:37.660]  So the purple haze originally was the magenta
[03:36:37.660 --> 03:36:39.180]  called root beer.
[03:36:39.180 --> 03:36:41.100]  It was more of a leathery flavor.
[03:36:42.060 --> 03:36:44.380]  The plant turned more of a maroon
[03:36:44.380 --> 03:36:47.220]  than like the, like a purple oracle is.
[03:36:47.220 --> 03:36:48.180]  It's like more purple.
[03:36:48.180 --> 03:36:53.180]  It's more like a Mindo purple in that maroonish purple.
[03:36:53.220 --> 03:36:55.500]  So the way that comes out of it,
[03:36:55.500 --> 03:36:58.460]  it used to be called the magenta or root beer phenotypes
[03:36:58.460 --> 03:37:00.260]  that were coming out of that strain.
[03:37:01.420 --> 03:37:03.220]  And after, like Jimmy,
[03:37:03.220 --> 03:37:04.900]  it doesn't get the name from Jimmy Hendrix.
[03:37:04.900 --> 03:37:07.420]  He get it from Oswald's fucking acid, man.
[03:37:07.420 --> 03:37:10.020]  The purple, the purple shit he used to slang.
[03:37:10.020 --> 03:37:11.540]  They used to be sold in different color,
[03:37:11.540 --> 03:37:13.540]  like orange and white and purple.
[03:37:14.500 --> 03:37:15.340]  And originally it was-
[03:37:15.340 --> 03:37:17.380]  I really didn't like the purple ones when I found them.
[03:37:17.380 --> 03:37:20.220]  Like whenever I, I popped a lot of those different seeds
[03:37:20.220 --> 03:37:23.220]  from all of those various sources.
[03:37:23.220 --> 03:37:26.940]  And the purple was kind of rare
[03:37:26.940 --> 03:37:28.700]  and it wasn't all that great.
[03:37:28.700 --> 03:37:29.780]  It wasn't the best.
[03:37:29.780 --> 03:37:31.580]  There was always something better around
[03:37:31.620 --> 03:37:34.060]  and it was usually like light green.
[03:37:34.060 --> 03:37:34.900]  I feel the same way.
[03:37:34.900 --> 03:37:37.460]  And it was like a hundred percent.
[03:37:37.460 --> 03:37:39.500]  That's why I never bred for purple on purpose.
[03:37:39.500 --> 03:37:40.820]  Like it would come out of my lines
[03:37:40.820 --> 03:37:44.940]  because it was a recessive phenotype or allele in the line.
[03:37:44.940 --> 03:37:46.740]  But I never bred for purple.
[03:37:46.740 --> 03:37:51.220]  They never were the more medicinal side for me at all.
[03:37:51.220 --> 03:37:53.340]  The plant, all the plant was doing was trying to build up
[03:37:53.340 --> 03:37:55.780]  a defense to the environment out there.
[03:37:55.780 --> 03:38:00.340]  And color for me usually isn't going to bring
[03:38:00.340 --> 03:38:02.420]  more medicinal power in the line.
[03:38:02.420 --> 03:38:03.780]  It just isn't.
[03:38:03.780 --> 03:38:05.500]  Let's just say it's a pure-
[03:38:05.500 --> 03:38:06.340]  Go for it.
[03:38:06.340 --> 03:38:07.940]  Would you agree that cannabis is kind of lazy
[03:38:07.940 --> 03:38:11.060]  and it like chooses where it wants to expend its energy.
[03:38:11.060 --> 03:38:15.300]  So like it's usually purple is associated
[03:38:15.300 --> 03:38:17.100]  with just a little bit off
[03:38:17.100 --> 03:38:20.060]  because it's expending its energy towards that purple shit
[03:38:20.060 --> 03:38:23.820]  instead of building cannabinoids in the resin heads.
[03:38:23.820 --> 03:38:26.580]  It depends on like the purpose that early.
[03:38:26.580 --> 03:38:27.420]  Like when you ever pop the seedling-
[03:38:27.420 --> 03:38:28.820]  I know that there's good purple.
[03:38:28.820 --> 03:38:30.100]  I'm not knocking the purple here.
[03:38:30.820 --> 03:38:31.660]  I don't, I want to be clear.
[03:38:31.660 --> 03:38:32.500]  Sorry.
[03:38:32.500 --> 03:38:35.220]  It could be state specific like a seedling
[03:38:35.220 --> 03:38:37.380]  when it pops out and has a purple stem
[03:38:37.380 --> 03:38:38.660]  it's making an anthocyanin
[03:38:38.660 --> 03:38:40.020]  and that's how protecting itself
[03:38:40.020 --> 03:38:43.620]  against high amounts of light.
[03:38:43.620 --> 03:38:45.500]  So there's too much UV light.
[03:38:45.500 --> 03:38:48.020]  There's too much spectrum outside.
[03:38:48.020 --> 03:38:49.900]  Nature has made that plant producing.
[03:38:49.900 --> 03:38:51.260]  I'm trying to remember the name of it.
[03:38:51.260 --> 03:38:52.820]  Canatan, I think it's called.
[03:38:52.820 --> 03:38:54.220]  C-A-N-T-I-N.
[03:38:54.220 --> 03:38:59.020]  It's a specific type of anthocyanin that's purple
[03:38:59.020 --> 03:39:00.740]  that's produced in the stem of plants
[03:39:00.740 --> 03:39:02.660]  that helps produce against too much light.
[03:39:02.660 --> 03:39:03.500]  Right?
[03:39:03.500 --> 03:39:07.340]  So sometimes purple is a specific mechanism
[03:39:07.340 --> 03:39:08.620]  to protect that plant.
[03:39:08.620 --> 03:39:11.980]  So it wouldn't be lazy at that point.
[03:39:11.980 --> 03:39:14.700]  This is an actual trait that's bred
[03:39:14.700 --> 03:39:17.460]  to a certain lines that are going to do this
[03:39:17.460 --> 03:39:21.420]  that could or could not come out later in flower.
[03:39:21.420 --> 03:39:24.340]  Like Mean Jeans showing his purple line that he has.
[03:39:24.340 --> 03:39:25.460]  I'm trying to remember what it is.
[03:39:25.460 --> 03:39:26.820]  I've got some of the seeds.
[03:39:26.820 --> 03:39:30.900]  That thing throws purple from the stem
[03:39:30.900 --> 03:39:34.220]  all the way to the center of the leaf.
[03:39:34.220 --> 03:39:35.900]  The day it starts popping new leaves
[03:39:35.900 --> 03:39:39.580]  out of the plant before the coelodont show.
[03:39:39.580 --> 03:39:42.620]  And even sometimes those are purple out of his plant.
[03:39:42.620 --> 03:39:45.900]  So it's just all cultivar and stage specific.
[03:39:45.900 --> 03:39:49.180]  But I think that lazy was a poor choice of word.
[03:39:49.180 --> 03:39:51.540]  What I really meant is that it's efficient.
[03:39:51.540 --> 03:39:54.940]  Like I've noticed this with other plants too.
[03:39:54.940 --> 03:39:57.340]  But cannabis seems to be really dramatic about it
[03:39:57.340 --> 03:40:01.380]  as how it chooses where it's gonna expend its energy.
[03:40:01.380 --> 03:40:02.220]  Oh, I understand.
[03:40:02.220 --> 03:40:04.220]  Okay, I see what you're saying.
[03:40:04.220 --> 03:40:07.220]  Well, I guess it is.
[03:40:07.220 --> 03:40:09.500]  Cause sometimes they're gonna do it no matter what.
[03:40:09.500 --> 03:40:12.300]  And I sometimes like, if it doesn't turn purple
[03:40:12.300 --> 03:40:13.380]  people wanna argue with you.
[03:40:13.380 --> 03:40:15.100]  Like I just brought this up
[03:40:15.100 --> 03:40:17.140]  and they wanna get mad if they haven't seen it.
[03:40:17.140 --> 03:40:19.100]  That's why I just post like screenshots
[03:40:19.100 --> 03:40:20.220]  of the shit I'm reading.
[03:40:20.220 --> 03:40:22.420]  Hoping people will go to the link I'm talking about
[03:40:22.420 --> 03:40:23.380]  and make their own decision.
[03:40:23.380 --> 03:40:27.420]  But specifically some plants are making purple
[03:40:27.420 --> 03:40:28.940]  for a specific reason.
[03:40:28.940 --> 03:40:32.500]  Some of them are, it's a environmental cue to temperature
[03:40:32.500 --> 03:40:35.860]  or some type of a stressor that happened to the plant.
[03:40:35.860 --> 03:40:40.060]  It's all being driven through hormones,
[03:40:40.060 --> 03:40:42.580]  enzymes, sugar production,
[03:40:42.580 --> 03:40:45.660]  the way the plants sequestering carbon.
[03:40:45.660 --> 03:40:47.500]  All these things are gonna cause it
[03:40:47.500 --> 03:40:49.780]  to show different phenotypal expressions.
[03:40:49.780 --> 03:40:52.460]  So that purple could pop up randomly at any time.
[03:40:53.420 --> 03:40:54.900]  It can show up in breeding also.
[03:40:54.900 --> 03:40:57.540]  You could have two cultivars that never showed purple.
[03:40:57.540 --> 03:40:59.620]  And then one of the seeds that pop out of there
[03:40:59.620 --> 03:41:02.620]  you get this bright purple plant that breeds purple.
[03:41:02.620 --> 03:41:05.500]  That's now showing atavistic traits
[03:41:05.500 --> 03:41:08.580]  that come through randomly in breeding.
[03:41:08.580 --> 03:41:12.980]  Like you could not in any way drive what's happening.
[03:41:12.980 --> 03:41:15.060]  Nature has decided periodically
[03:41:15.060 --> 03:41:18.580]  it's going to insert a copy of the genes
[03:41:18.580 --> 03:41:22.180]  from a grandparent four generations before, right?
[03:41:22.220 --> 03:41:23.620]  It's just gonna do this.
[03:41:23.620 --> 03:41:25.620]  It has decided this is real shit.
[03:41:25.620 --> 03:41:26.460]  Like I didn't make this up.
[03:41:26.460 --> 03:41:28.180]  Well, seeds are wonderful, right?
[03:41:28.180 --> 03:41:29.580]  Yeah, this is awesome shit.
[03:41:29.580 --> 03:41:31.060]  This is what the power of the plan is.
[03:41:31.060 --> 03:41:31.900]  That's why I tell everybody,
[03:41:31.900 --> 03:41:34.500]  why do I gotta stabilize for everything that you're after?
[03:41:34.500 --> 03:41:37.460]  When nature has decided it's gonna use
[03:41:37.460 --> 03:41:40.020]  all these different reasons to do different things
[03:41:40.020 --> 03:41:41.500]  at specific times.
[03:41:41.500 --> 03:41:43.060]  I can't do shit with that
[03:41:43.060 --> 03:41:45.860]  except pick what I liked out of them
[03:41:45.860 --> 03:41:47.940]  and offer you my selection, man.
[03:41:47.940 --> 03:41:51.500]  Or I can make as many versions of the genes
[03:41:51.540 --> 03:41:53.860]  that are available to me and offer you that.
[03:41:53.860 --> 03:41:56.500]  And that's just what I can do.
[03:41:56.500 --> 03:41:58.540]  The plant's gonna decide in your garden
[03:41:58.540 --> 03:42:00.260]  to do what the fuck it wants to do.
[03:42:00.260 --> 03:42:02.300]  It's gonna throw skinny leaves there.
[03:42:02.300 --> 03:42:04.780]  It's like I've shown my, like the pure kush.
[03:42:04.780 --> 03:42:08.460]  I've shown it grown indoor, outdoor, and in a hoop house
[03:42:08.460 --> 03:42:11.380]  and how it's changed the shape of the leaf in all three.
[03:42:11.380 --> 03:42:13.820]  And they're all a clone of the original plant
[03:42:13.820 --> 03:42:18.300]  that Kevin passed to me back in 2015 at the Emerald Cup.
[03:42:18.300 --> 03:42:20.220]  I showed the girls next to Bubba
