[00:00.000 --> 00:00.840]  How you doing?
[02:31:14.060 --> 02:31:14.900]  You know what I mean?
[02:31:14.900 --> 02:31:18.420]  It's like, some of us got in when the getting was good.
[02:31:18.420 --> 02:31:20.460]  Some of us got lucky by starting with guys
[02:31:20.460 --> 02:31:22.140]  like Jill and Sub.
[02:31:22.140 --> 02:31:23.100]  Sorry, I didn't mean to call you a guy,
[02:31:23.100 --> 02:31:24.780]  but people like Jill and Sub
[02:31:24.780 --> 02:31:27.540]  where we kind of instantly got a pedigree.
[02:31:27.540 --> 02:31:28.380]  You know what I mean?
[02:31:28.380 --> 02:31:30.700]  Because I remember when me and Sub hit it off real quick.
[02:31:30.700 --> 02:31:32.500]  You know, we're real close friends right away.
[02:31:32.500 --> 02:31:36.100]  And people were like, who the hell is this jinx proof dude?
[02:31:36.100 --> 02:31:39.780]  You know, kicking it at Sub's farm, kicking it in his booth,
[02:31:39.780 --> 02:31:40.980]  doing shows with him.
[02:31:40.980 --> 02:31:43.980]  It's kind of the, not always what you know,
[02:31:43.980 --> 02:31:47.020]  but who you know, and just putting your nose to the,
[02:31:47.020 --> 02:31:48.300]  you gotta be committed.
[02:31:48.300 --> 02:31:51.180]  You know, it's so much, I've been to so many shows
[02:31:51.220 --> 02:31:52.660]  and I don't always want to go to shows.
[02:31:52.660 --> 02:31:54.300]  A lot of times I'd rather be at home
[02:31:54.300 --> 02:31:55.940]  kicking it with my wife and my boy.
[02:31:55.940 --> 02:31:59.820]  You know, but you know, it's there.
[02:31:59.820 --> 02:32:03.660]  I don't know if there is any solid straight like path
[02:32:03.660 --> 02:32:06.820]  you can send these people on, except just do your thing.
[02:32:06.820 --> 02:32:07.740]  Keep your nose clean.
[02:32:07.740 --> 02:32:10.700]  One of the biggest thing I offer to people
[02:32:10.700 --> 02:32:12.660]  is don't fight on the internet.
[02:32:12.660 --> 02:32:15.060]  You know, you get all these people fighting and bitching.
[02:32:15.060 --> 02:32:17.580]  Like if you try to fight with me on my internet,
[02:32:17.580 --> 02:32:18.820]  you get the block button.
[02:32:18.820 --> 02:32:20.620]  You know, I got no time for that.
[02:32:21.060 --> 02:32:21.900]  You know what I mean?
[02:32:21.900 --> 02:32:23.180]  It's just stupid.
[02:32:24.220 --> 02:32:26.340]  What about things to read for, directions to go?
[02:32:26.340 --> 02:32:28.020]  You know, I think there's all kinds of important things
[02:32:28.020 --> 02:32:30.660]  like, you know, if someone else wants to even touch
[02:32:30.660 --> 02:32:32.700]  on that, Pat, maybe, you know,
[02:32:32.700 --> 02:32:36.460]  everyone seems to be breeding OGs and certain things.
[02:32:36.460 --> 02:32:38.100]  What directions should people go?
[02:32:38.100 --> 02:32:41.860]  Well, I think that first off, you know, what's your goal?
[02:32:41.860 --> 02:32:42.820]  Why are you breeding?
[02:32:42.820 --> 02:32:45.260]  Because if it's just for money, get the fuck out.
[02:32:45.260 --> 02:32:48.940]  I mean, that's not why I got into growing cannabis at all.
[02:32:48.940 --> 02:32:51.700]  Now, has it been, you know, a profitable thing?
[02:32:51.700 --> 02:32:53.420]  And has it given me everything that I've had
[02:32:53.420 --> 02:32:55.940]  and taken it away at the same time, time and time again?
[02:32:55.940 --> 02:32:57.540]  Yeah.
[02:32:57.540 --> 02:32:59.500]  Cannabis is a teacher, like I said earlier,
[02:32:59.500 --> 02:33:01.260]  and it will give and take from you.
[02:33:02.300 --> 02:33:04.380]  So, you know, first off, you know,
[02:33:04.380 --> 02:33:06.100]  hopefully you're truly passionate about it.
[02:33:06.100 --> 02:33:07.700]  And if you have the passion, you know,
[02:33:07.700 --> 02:33:10.940]  then you can learn the disciplines that it takes,
[02:33:10.940 --> 02:33:12.860]  you know, and in business, you know,
[02:33:12.860 --> 02:33:16.260]  especially in the new era of this, you know,
[02:33:16.260 --> 02:33:20.260]  they've got a lot of information that we didn't have.
[02:33:20.260 --> 02:33:22.260]  You know, when we did do this, you know,
[02:33:22.260 --> 02:33:24.660]  we were all sitting down with lawyers, like, you know,
[02:33:24.660 --> 02:33:27.340]  and all the lawyers were like, you guys are fucking crazy.
[02:33:27.340 --> 02:33:29.220]  You know, it's still a schedule one narcotic
[02:33:29.220 --> 02:33:30.900]  in the same class as heroin,
[02:33:30.900 --> 02:33:34.300]  but it is, you know, very widely accepted now.
[02:33:34.300 --> 02:33:37.140]  So I think that first off,
[02:33:37.140 --> 02:33:38.940]  hopefully you're passionate about it for the plant
[02:33:38.940 --> 02:33:40.260]  and the right reasons,
[02:33:40.260 --> 02:33:44.180]  and then, you know, have a direction of your why, you know,
[02:33:44.180 --> 02:33:47.700]  and you don't have to go in a direction necessarily of like,
[02:33:47.700 --> 02:33:49.540]  this is the way that the market's going.
[02:33:49.540 --> 02:33:51.780]  You know, if all of us went the way
[02:33:51.780 --> 02:33:54.060]  that the market was going, we just have the same thing,
[02:33:54.060 --> 02:33:56.300]  you know, so, you know, what is your,
[02:33:56.300 --> 02:33:59.580]  what's your goal in your terpene profile
[02:33:59.580 --> 02:34:01.060]  with your production?
[02:34:01.060 --> 02:34:03.180]  And if you can answer those questions,
[02:34:03.180 --> 02:34:05.260]  then you can start to kind of find your reasoning
[02:34:05.260 --> 02:34:08.300]  and your why, but it's a commitment, you know,
[02:34:08.300 --> 02:34:11.260]  in terms of, you know, finding the right stuff
[02:34:11.260 --> 02:34:13.940]  and then breeding it, you know,
[02:34:14.700 --> 02:34:17.580]  you're looking at anywhere from a minimum of a year
[02:34:17.580 --> 02:34:19.980]  to a year and a half, maybe two,
[02:34:19.980 --> 02:34:22.660]  before you actually have a product line
[02:34:22.660 --> 02:34:24.340]  that you should release into the market.
[02:34:24.340 --> 02:34:26.700]  You know, there's breeders everywhere, you know,
[02:34:26.700 --> 02:34:28.660]  pollen chuckers, whatever you want to call them.
[02:34:28.660 --> 02:34:31.380]  We all start chucking pollen to get somewhere,
[02:34:32.260 --> 02:34:34.580]  but it's about how you hone your skills,
[02:34:34.580 --> 02:34:36.420]  how you do test everything, you know,
[02:34:36.420 --> 02:34:38.700]  how you send it out to small, big growers,
[02:34:38.700 --> 02:34:39.660]  like Jinx was saying,
[02:34:39.660 --> 02:34:42.060]  I love the fact that you send them to the shittiest growers,
[02:34:42.060 --> 02:34:44.380]  because that's the best thing that you can do.
[02:34:45.300 --> 02:34:48.620]  And I just think that, you know, really having a direction,
[02:34:48.620 --> 02:34:51.340]  you know, business and life is not easy,
[02:34:51.340 --> 02:34:54.820]  but you guys have so many more available platforms
[02:34:54.820 --> 02:34:57.660]  than we do, but it's also about using your platforms
[02:34:57.660 --> 02:34:58.860]  and your skills properly.
[02:34:58.860 --> 02:35:01.420]  I mean, I've had to learn myself how, you know,
[02:35:01.420 --> 02:35:03.300]  I'm super nice until I'm not.
[02:35:03.300 --> 02:35:06.620]  And, you know, if you scrap in the IG play yard,
[02:35:06.620 --> 02:35:08.380]  you know, sometimes your accounts get taken.
[02:35:08.380 --> 02:35:09.940]  I experienced that firsthand.
[02:35:10.740 --> 02:35:13.580]  Sucks to be stolen from and it being on the public,
[02:35:13.580 --> 02:35:15.340]  you know, like, oh yeah, but then, you know,
[02:35:15.340 --> 02:35:18.500]  there's nothing looking back in those conversations
[02:35:18.500 --> 02:35:20.940]  and that shit talking that gained me anything
[02:35:20.940 --> 02:35:22.460]  besides a lesson.
[02:35:22.460 --> 02:35:25.260]  So I think how you interact with people,
[02:35:25.260 --> 02:35:27.300]  how you treat people, you know,
[02:35:27.300 --> 02:35:29.300]  that's what brings the business back.
[02:35:29.300 --> 02:35:31.420]  You know, why people love Jinx, you know,
[02:35:31.420 --> 02:35:33.220]  is because he's always super positive.
[02:35:33.220 --> 02:35:37.260]  You know, he offers something different
[02:35:37.260 --> 02:35:40.180]  from anything that anyone else on this page
[02:35:40.180 --> 02:35:41.980]  right now talking offers.
[02:35:41.980 --> 02:35:43.980]  So how are you gonna be unique?
[02:35:43.980 --> 02:35:45.180]  How are you gonna be different?
[02:35:45.180 --> 02:35:47.580]  And what's your mission and goal?
[02:35:47.580 --> 02:35:51.460]  And stay true to yourself, you know, and it's work.
[02:35:51.460 --> 02:35:54.940]  You know, I'm young, but I'm 15 years deep
[02:35:54.940 --> 02:35:58.260]  into the cannabis game, you know, just in cultivation.
[02:35:58.260 --> 02:36:01.700]  I'm two and a half decades deep into selling pot.
[02:36:02.620 --> 02:36:06.500]  And, you know, I'm 10 years actually in like eight days
[02:36:06.540 --> 02:36:11.540]  into breeding, you know, so it's a long journey and road.
[02:36:12.140 --> 02:36:14.940]  And if you sign up, you know, just respect the plant
[02:36:14.940 --> 02:36:16.980]  and take pride in it and it will,
[02:36:16.980 --> 02:36:19.380]  it can give you everything that you ever wished.
[02:36:20.220 --> 02:36:21.060]  Awesome.
[02:36:21.060 --> 02:36:23.940]  So Shane, you wanna talk about a little bit
[02:36:23.940 --> 02:36:25.900]  about pheno hunting being more important
[02:36:25.900 --> 02:36:27.820]  than actually making seeds?
[02:36:28.820 --> 02:36:30.820]  I feel like we've had that conversation.
[02:36:30.820 --> 02:36:31.660]  Yes.
[02:36:32.900 --> 02:36:35.020]  First of all, I wanna say what Pat said is,
[02:36:35.860 --> 02:36:38.100]  my first answer is when somebody talks about breeding
[02:36:38.100 --> 02:36:40.740]  is have goals and everything that Pat said,
[02:36:40.740 --> 02:36:42.860]  that's perfect, you've said it very well.
[02:36:43.860 --> 02:36:47.460]  Pheno hunting, you know, making a plant is one thing
[02:36:47.460 --> 02:36:49.940]  or making a new strain is one thing,
[02:36:49.940 --> 02:36:53.220]  but, you know, hunting them out and growing lots of seeds
[02:36:53.220 --> 02:36:54.860]  and being able to see what those plants
[02:36:54.860 --> 02:36:57.700]  actually have produced and what you have created,
[02:36:57.700 --> 02:36:58.740]  that's everything.
[02:37:00.180 --> 02:37:02.900]  You know, and running plants on numbers, you know,
[02:37:02.900 --> 02:37:06.460]  it's always do no less than a hundred seeds.
[02:37:06.460 --> 02:37:08.580]  You know, that's gonna give you a good range
[02:37:08.580 --> 02:37:13.580]  of what that new progeny is actually gonna, you know, be.
[02:37:14.540 --> 02:37:18.220]  And, you know, up to 500, I think there's kind of a limit
[02:37:18.220 --> 02:37:19.780]  though, with how many you should run.
[02:37:19.780 --> 02:37:22.940]  I mean, who has the space to run, you know,
[02:37:22.940 --> 02:37:25.220]  a thousand or 10,000 of them at a time?
[02:37:25.220 --> 02:37:27.580]  I mean, it could be done, but that's a lot.
[02:37:28.500 --> 02:37:30.940]  You could test a lot of other varieties in there.
[02:37:33.780 --> 02:37:37.420]  And, you know, it's finding outliers,
[02:37:37.420 --> 02:37:39.540]  you might not find them in those first 500.
[02:37:39.540 --> 02:37:43.460]  I'll tell you what, the Haichu, the great Haichu from Odie,
[02:37:43.460 --> 02:37:47.140]  there's one that, you know, we've seen the Dr. Who run
[02:37:47.140 --> 02:37:49.740]  over and over and over thousands of them,
[02:37:49.740 --> 02:37:53.460]  but there's one expression that we just haven't
[02:37:53.460 --> 02:37:55.380]  really seen again, we haven't found it.
[02:37:55.380 --> 02:37:58.940]  Like that, the great Haichu is immaculate, you know,
[02:37:58.940 --> 02:38:00.540]  and then you look at all the other Haichus
[02:38:00.540 --> 02:38:02.180]  and you kind of come close to it,
[02:38:02.540 --> 02:38:05.100]  just that one and, you know, tens of thousands
[02:38:05.100 --> 02:38:06.620]  of those seeds being germinated.
[02:38:06.620 --> 02:38:08.260]  So it's interesting.
[02:38:08.260 --> 02:38:13.180]  And Odie, how many seeds were germinated to find that?
[02:38:13.180 --> 02:38:14.580]  That was out of-
[02:38:14.580 --> 02:38:17.740]  Realistically, that was out of like the first 30 or 40.
[02:38:18.660 --> 02:38:20.220]  That's amazing, that's amazing.
[02:38:20.220 --> 02:38:23.460]  But it can be thousands to find one Fino you're looking for.
[02:38:23.460 --> 02:38:24.300]  It could.
[02:38:24.300 --> 02:38:29.300]  I had a kid send me a picture of a nine pound hammer he has
[02:38:29.660 --> 02:38:31.220]  and it's black.
[02:38:31.220 --> 02:38:35.580]  I mean, it's black, like a black crayon and it's so frosty.
[02:38:35.580 --> 02:38:36.980]  And I actually wrote him back, I was like,
[02:38:36.980 --> 02:38:38.380]  where are you at, bro?
[02:38:38.380 --> 02:38:39.460]  I was hoping he was close
[02:38:39.460 --> 02:38:41.660]  because I was gonna hit him up for cutting.
[02:38:41.660 --> 02:38:45.140]  Yeah, I've only seen the black one twice ever.
[02:38:45.140 --> 02:38:47.700]  I mean, I've bred so many hammer seeds, you know,
[02:38:47.700 --> 02:38:50.340]  it's like, just, you know, you can pop 10,000 seeds,
[02:38:50.340 --> 02:38:51.660]  doesn't mean you're getting that black one,
[02:38:51.660 --> 02:38:53.980]  doesn't mean you're getting that gooberry, you know,
[02:38:53.980 --> 02:38:56.740]  and another thing comes up,
[02:38:57.580 --> 02:39:00.620]  and another thing kind of stemming
[02:39:00.620 --> 02:39:02.940]  from what Sonny and Pat were saying
[02:39:02.940 --> 02:39:04.740]  is to have some integrity too.
[02:39:06.580 --> 02:39:09.780]  Some of these people are rebreeding other people's strains.
[02:39:10.780 --> 02:39:13.580]  There's a huge company that's all the shows now,
[02:39:13.580 --> 02:39:14.620]  I'm not gonna drop their name,
[02:39:14.620 --> 02:39:17.140]  but they're breeding other people's strains,
[02:39:17.140 --> 02:39:20.300]  the blueberry, the this, the that, the white widow,
[02:39:20.300 --> 02:39:21.180]  they're not their strains,
[02:39:21.180 --> 02:39:22.500]  they're F2ing them or whatever.
[02:39:22.500 --> 02:39:24.540]  It's like, I just wanna go over there
[02:39:24.540 --> 02:39:25.660]  and kick their booth over.
[02:39:25.780 --> 02:39:27.700]  It's just, it's not cool.
[02:39:27.700 --> 02:39:30.020]  These people work hard.
[02:39:30.020 --> 02:39:33.660]  You know, 10 years ago, it was a normal model, right?
[02:39:33.660 --> 02:39:36.580]  Where everybody had to have a sour diesel and everybody,
[02:39:36.580 --> 02:39:38.220]  that's the European business model,
[02:39:38.220 --> 02:39:39.500]  but we need help from that.
[02:39:39.500 --> 02:39:41.660]  So even if you are doing something that involves it
[02:39:41.660 --> 02:39:43.740]  and you feel like it's a good representation,
[02:39:43.740 --> 02:39:45.540]  call it something else, make it great.
[02:39:45.540 --> 02:39:47.700]  You know, put whatever your company's name is
