[00:00.000 --> 00:01.280]  good connectivity there, Nick.
[03:45:47.480 --> 03:45:58.200]  have dropped it or something but um can you tell if it's male or female and i'm like i'm like yeah
[03:45:59.160 --> 03:46:04.360]  yeah it's a male so it was like this six foot you know mac daddy it was doing so good you could tell
[03:46:04.360 --> 03:46:08.920]  she's like i don't know how it got here it just showed up it's like fucking six foot by six foot
[03:46:08.920 --> 03:46:12.680]  she's been feeding it and loving it you know it's like hilarious you know it's funny as hell
[03:46:13.160 --> 03:46:19.000]  and like that's great it's a male but this one next to it is a is a is a very pretty lady and
[03:46:19.000 --> 03:46:24.600]  she's just tiny getting shaded you know so i cut down the mail and you know her heart sank you know
[03:46:24.600 --> 03:46:29.320]  those old ladies are funny man they grow poppies and ganja and stuff just to say they're just
[03:46:29.320 --> 03:46:32.520]  they're funny as hell that's an awesome story
[03:46:35.320 --> 03:46:41.720]  so i have my notes are stoker's blue odyssey mcfarlane smith peace somniferum
[03:46:42.920 --> 03:46:49.480]  um and then yeah happy verse arm nev and sorry venom is the yeah it's a botanical for the
[03:46:49.880 --> 03:46:55.240]  the papi ver happy there for the opium poppy type things the afghan poppy things
[03:46:56.040 --> 03:47:03.080]  yeah so that's what's uh and it took forever to get this stuff to that's cool sprout
[03:47:04.920 --> 03:47:10.040]  yeah you're there's um they're totally legal to grow like you know you can grow them you know
[03:47:10.040 --> 03:47:14.920]  for flowers they grow wild in the you know all across like in places in new york and stuff i
[03:47:15.240 --> 03:47:19.720]  in new york and stuff i saw him when i was driving around with some wild stuff and it's wild it's it's
[03:47:19.720 --> 03:47:25.960]  a wild it's a wild thing you know they're everywhere and you don't really realize it you
[03:47:25.960 --> 03:47:32.200]  know what i mean it's like the science episode right where elaine gets like dinged on the drug test
[03:47:33.720 --> 03:47:36.840]  yeah the bagels right for the bagels
[03:47:39.400 --> 03:47:43.800]  i thought yeah people like failed drug tests when you're eating the seeds and the bread you know
[03:47:43.800 --> 03:47:49.160]  what i mean and stuff like that you know i've heard you know so i don't you know that's crazy
[03:47:49.160 --> 03:47:57.560]  stuff you know there's a whole seinfeld episode on it oh we've been revisiting all the seinfelds
[03:47:57.560 --> 03:48:01.480]  recently it's almost like a new show again but then it's like you can almost recite them when
[03:48:01.480 --> 03:48:08.760]  you watch them my wife loves seinfeld we were we were gonna put that put that back on but yeah
[03:48:08.760 --> 03:48:12.360]  that's exactly what happens you end up reciting them as you're watching them you know it's still
[03:48:12.360 --> 03:48:22.970]  fun as hell that's great that was real funny oh man that's real funny but yeah those growing out
[03:48:26.810 --> 03:48:29.770]  but i had like actually hold on let me find them
[03:48:32.170 --> 03:48:34.730]  yeah he's got to wait till springtime to plant any of those
[03:48:36.250 --> 03:48:40.330]  so those poppies will just get they won't grow real well right now so he's got to wait
[03:48:40.410 --> 03:48:50.010]  till springtime i think yeah those annuals yeah yeah annuals what do we got yeah nice
[03:48:51.370 --> 03:48:58.810]  so that's the garlic nice is that purple garlic or is that just browned i couldn't see
[03:48:59.690 --> 03:49:00.250]  blown up
[03:49:02.010 --> 03:49:07.690]  oh there you go ah fuck hold on i mean nice
[03:49:11.810 --> 03:49:18.130]  heck yeah it's got green still in there yeah they're still green and i i just cut these uh
[03:49:18.770 --> 03:49:22.930]  right on from hang them up get them get them hung up or something or lay them
[03:49:22.930 --> 03:49:24.530]  so they're not laying on top of each other
[03:49:25.490 --> 03:49:33.330]  sure put them in your drying tent yeah you need to put them on some screens or some hang
[03:49:33.330 --> 03:49:38.210]  hanging you gotta hang those garlics up a little bit and get a little line do garlic line
[03:49:40.050 --> 03:49:41.010]  my wife loves that
[03:49:43.330 --> 03:49:46.130]  and then i have this sorghum that's coming down right now
[03:49:48.210 --> 03:49:50.290]  nothing better than fresh garlic man i love that
[03:49:50.770 --> 03:49:52.690]  some of my favorite stuff to grow
[03:49:54.690 --> 03:50:01.210]  all right you can see that right the black seeds yeah yeah that's cool
[03:50:04.010 --> 03:50:11.690]  that's way cool you get a bunch of those so my confusion is like when you're looking it up
[03:50:11.690 --> 03:50:20.570]  on google it's like yeah you can't get garlic seed like like potatoes garlic like there are certain
[03:50:20.730 --> 03:50:27.450]  like there are certain things where it's like getting seeds is not it's still not easy yeah
[03:50:28.170 --> 03:50:34.650]  yeah yeah it's not it's like you know it's a silly it's a silly thing because you don't need
[03:50:34.650 --> 03:50:41.610]  the seed you know it's like so there's not a lot of time spent on on that side of it you know
[03:50:41.610 --> 03:50:47.210]  so you can't order those seeds it's hard right but so for me it like where my head's at is very
[03:50:47.290 --> 03:50:56.010]  different than your average it's like yeah i could buy like the the um the japanese sweet potato i
[03:50:56.010 --> 03:51:03.930]  have maybe three years ago i went to the farmer's market right before thanksgiving and i was gonna
[03:51:03.930 --> 03:51:12.250]  make a uh a sweet potato of rotten so i bought a ton of sweet potatoes from this japanese
[03:51:13.210 --> 03:51:23.210]  farmer and i used like 95 of them and then the ones i didn't use they just sat there and then
[03:51:23.210 --> 03:51:31.210]  finally like the shoots started coming out and i was like what do i do with you do i i i always
[03:51:31.210 --> 03:51:38.570]  feel bad when i kill shit like plants and i'm like i could put you in the composter but let me just
[03:51:38.570 --> 03:51:44.810]  plant you and you saw them like you came over and that that's what those were um
[03:51:47.050 --> 03:51:53.690]  and as a like layman i was like these will produce seeds and you were like yeah no that
[03:51:53.690 --> 03:52:02.170]  shit doesn't produce seeds i was like fuck no but you'll have like you'll have like like 20
[03:52:02.250 --> 03:52:08.570]  little sweet potatoes under the ground so you just take but we're again no no but where my
[03:52:08.570 --> 03:52:16.410]  head's at is like as i send stuff out to people i don't want to be like here's a big potato
[03:52:17.450 --> 03:52:23.050]  no yeah i'd rather be like here are little tiny seeds that fit in a padded envelope
[03:52:23.690 --> 03:52:29.370]  not like cory like what's up let me send you like a four pound sweet potato
[03:52:30.170 --> 03:52:35.610]  so you can also grow sweet potatoes i'd rather be like you could have some seeds
[03:52:37.530 --> 03:52:42.970]  so check this out i'm going to change the game a little bit on you right there's a there's like
[03:52:42.970 --> 03:52:49.450]  sweet potatoes and other potatoes are sold in slips and a slip is basically a clone you know
[03:52:49.450 --> 03:52:54.650]  of potato right so like you can just break off a piece of any living sweet potato right if you do
[03:52:55.610 --> 03:53:00.570]  fucking roots like like a son of a bitch so you can just get a little basil thing a little clone
[03:53:00.570 --> 03:53:05.370]  basil thing and stuff two little things and sell slips instead of seeds or give a slip instead of
[03:53:05.370 --> 03:53:11.290]  a seat and it's less than a potato all the way so so for me i'm kind of like what's it like if it
[03:53:11.290 --> 03:53:18.970]  were comfrey i'd be like here's a piece of the root and by the way don't ever put this anywhere
[03:53:18.970 --> 03:53:27.130]  in your garden where do you put it forever because my comfrey that i like tried to kill
[03:53:27.130 --> 03:53:35.370]  and slice into like thousands of little slices is now in like 50 different little pots
[03:53:36.250 --> 03:53:43.930]  shooting up non-stop and then when you try to pull it out like if you don't get that if you
[03:53:43.930 --> 03:53:51.050]  don't get it all the way down to that little piece of root it's just gonna shoot back up like
[03:53:51.050 --> 03:54:00.970]  four days later yeah and like i have it like i have weed that i'm growing that i try to dig down
[03:54:00.970 --> 03:54:07.370]  with my fingers but i'm like fuck it i want to like rip the roots of the other plant that i do
