[00:00.000 --> 00:02.000]  We just started
[03:22:52.590 --> 03:23:00.110]  Worst case scenario you're on the future cannabis project fucking talking about it. Where's case scenario? Thanks, dude
[03:23:00.550 --> 03:23:02.550]  I
[03:23:13.470 --> 03:23:14.430]  It says
[03:23:14.430 --> 03:23:19.710]  But it's on your right though, man. You gotta you gotta live a little to really live
[03:23:21.670 --> 03:23:24.950]  Yeah, you know the answers man you gotta oh I
[03:23:25.710 --> 03:23:31.510]  Forgot who said it is probably some rapper, but I really loved it. It's like all the wrong shit I did led in the right direction
[03:23:37.990 --> 03:23:39.990]  Is like is
[03:23:41.150 --> 03:23:47.710]  So much that I've been able to do in life and like should I donate? Yeah, probably not but I did it anyway
[03:23:48.230 --> 03:23:54.030]  And it's cool because you know, I can talk on it whether it's good or bad or whatever
[03:23:54.030 --> 03:23:56.030]  You know
[03:23:58.030 --> 03:24:00.110]  When you and when you get a little bit older
[03:24:00.110 --> 03:24:00.510]  it's like
[03:24:00.510 --> 03:24:02.590]  you know I'm older now and I you know, I did a
[03:24:02.790 --> 03:24:09.110]  the music thing music career in that industry for many years and it's like dude, I've already lived like
[03:24:10.950 --> 03:24:12.950]  Like I'm
[03:24:14.110 --> 03:24:18.110]  Fucking party and shit you should be on my show sometime man
[03:24:18.110 --> 03:24:22.630]  Cuz yeah, I'm getting ready to start recording some more and like nice, you know
[03:24:24.070 --> 03:24:26.950]  Fucking partying and doing shit like that
[03:24:27.830 --> 03:24:31.550]  Naked sushi that was always fun. That was a night that we ran here
[03:24:31.550 --> 03:24:36.010]  It was like every Friday's get some girl with a little bit of paint on her nipples
[03:24:36.470 --> 03:24:39.190]  Toss some sushi on her stomach and give her a mermaid tail
[03:24:39.990 --> 03:24:45.550]  People look at awesome. So there's a joke while I get to go grab another beer
[03:24:46.070 --> 03:24:48.070]  So this guy man
[03:24:48.230 --> 03:24:50.910]  Walks into a fucking bar, you know, he sits down
[03:24:51.590 --> 03:24:53.590]  Orders him a beer and looks over
[03:24:54.190 --> 03:25:00.870]  He's this fucking guy beside him. He's got this tiny fucking head like size of a softball
[03:25:00.870 --> 03:25:02.870]  He's like, holy shit
[03:25:03.470 --> 03:25:04.830]  Damn, man
[03:25:04.830 --> 03:25:06.830]  That's tiny head
[03:25:06.870 --> 03:25:09.950]  Fuck happen to you. You know if you don't mind me asking
[03:25:10.670 --> 03:25:12.670]  You say well son
[03:25:12.670 --> 03:25:14.830]  It's in the in the big war
[03:25:15.990 --> 03:25:17.990]  WW2
[03:25:17.990 --> 03:25:20.310]  And you know
[03:25:20.310 --> 03:25:23.390]  Fucking torpedo sunk our ship, but I swam to shore
[03:25:24.270 --> 03:25:26.270]  everybody else got eaten by sharks and
[03:25:26.950 --> 03:25:28.950]  going in an ugly ugly scene
[03:25:29.470 --> 03:25:33.470]  But I made it ashore this desert island and I was there
[03:25:34.470 --> 03:25:40.190]  Starving and dehydrated and I thought I was gonna die and a mermaid comes to shore
[03:25:41.390 --> 03:25:44.830]  Beautiful beautiful mermaid and she offers me three wishes
[03:25:45.150 --> 03:25:50.310]  So, of course, you know my first two are food and water, you know starving and dehydrated
[03:25:51.150 --> 03:25:53.150]  for my third wish I
[03:25:53.190 --> 03:25:58.950]  Look at her and she was just so beautiful. So I asked her. Yeah, how about a piece of ass?
[03:26:00.270 --> 03:26:06.510]  She's like well, sir. I'm half fish. You see I don't have the components to make that happen
[03:26:06.510 --> 03:26:08.790]  It's like I fuck it. How about a little head?
[03:26:08.830 --> 03:26:10.870]  It's like I fuck it how about a little head
[03:26:18.420 --> 03:26:20.060]  Nice
[03:26:20.060 --> 03:26:21.420]  Yeah
[03:26:21.420 --> 03:26:23.500]  Little head so be careful what you wish for
[03:26:24.620 --> 03:26:26.620]  Or you might get a foamy beer
[03:26:27.620 --> 03:26:34.860]  Every one of them. So the red stripe won't fucking pop but the Dale pale ale fucking fucking foam up on you every time
[03:26:35.700 --> 03:26:37.700]  That's a little head
[03:26:42.940 --> 03:26:44.940]  That was real fucking nice
[03:26:47.260 --> 03:26:52.780]  Well fucking done you get the golf clap, oh yes, yes, yes, thank you. Thank you
[03:26:54.540 --> 03:26:57.020]  Yes, sir, that's fucking great man
[03:26:58.620 --> 03:27:02.660]  So how many people are left now we've actually gained two
[03:27:05.820 --> 03:27:07.980]  We're climbing back up to our peak
[03:27:07.980 --> 03:27:09.980]  Yeah
[03:27:09.980 --> 03:27:15.620]  That's awesome. What was it like 150 or something at some point? Ah, we were
[03:27:16.740 --> 03:27:18.740]  Yeah, 200
[03:27:18.900 --> 03:27:20.380]  couple hundred people
[03:27:20.380 --> 03:27:26.780]  Yeah, I bet you I bet you a lot of Maurice coast, you know, and yeah, it's like Wednesday
[03:27:26.780 --> 03:27:28.780]  So they probably had to go to bed
[03:27:28.940 --> 03:27:31.380]  They're probably in true. It's true
[03:27:31.860 --> 03:27:33.860]  Yeah, yeah
[03:27:33.980 --> 03:27:40.740]  Like I got no feel for it man like between Brian Marquez show your show like I got a feel for it now
[03:27:41.100 --> 03:27:43.900]  Yeah, some pretty pretty gnarly people
[03:27:46.540 --> 03:27:51.380]  Yeah, you know you do and Brian I bet Brian's asleep by now he was he was in here earlier
[03:27:51.380 --> 03:27:56.740]  He was you were getting accused of stealing his bike. But yeah, it's fine
[03:27:58.100 --> 03:28:00.660]  It's not his bike anymore. So it's right
[03:28:01.540 --> 03:28:04.140]  He'll get another bike. It was a nice
[03:28:05.420 --> 03:28:07.420]  possessions, man
[03:28:20.740 --> 03:28:23.380]  No, I did like the alien works people
[03:28:24.220 --> 03:28:30.460]  Like really the only company so when I started out it was Powell Peralta because that was really the only company they were you know
[03:28:30.460 --> 03:28:33.900]  Making like animal chin and ban this those were the only skate videos
[03:28:36.460 --> 03:28:40.340]  Like the only company I was ever really diehard about was independent trucks
[03:28:40.340 --> 03:28:45.220]  I was getting ready to say independent like that's that's what I was have been hardcore about
[03:28:46.060 --> 03:28:51.660]  Open up my secret wall ball here. Bum bum bum. Yeah, and
[03:28:52.220 --> 03:28:53.380]  and
[03:28:53.380 --> 03:28:55.980]  Then you know a like antihero skateboards
[03:28:56.100 --> 03:29:00.180]  I think those guys cuz those are just like the beer drinking fucking dirt bag
[03:29:00.180 --> 03:29:04.580]  Like we'll sleep at the bottom of the pool at the skate park because we have nowhere else to go sleep
[03:29:04.580 --> 03:29:08.420]  I love those guys. They were all fucking awesome. I was in Northern, California
[03:29:10.020 --> 03:29:12.740]  Managing Santa Rosa actually managing a skate shop
[03:29:13.900 --> 03:29:19.060]  When I was doing my audio engineering shit. Yeah, that's a sick bag, dude
[03:29:20.740 --> 03:29:25.060]  The kind the kind and indie collab that's fucking sick
[03:29:26.820 --> 03:29:28.820]  For so I used to do
[03:29:29.500 --> 03:29:33.120]  Instrumentation in this bag, so I'd have to climb up, you know
[03:29:33.120 --> 03:29:36.580]  Two three hundred feet up in the air and like work on some crazy shit
[03:29:36.660 --> 03:29:41.780]  So I used to put all my shit in this bag even like all them all them years later
[03:29:42.460 --> 03:29:44.060]  fucking
[03:29:44.060 --> 03:29:46.060]  Yeah
[03:29:46.340 --> 03:29:48.260]  Well
[03:29:48.260 --> 03:29:51.260]  Make good stuff man. I mean good stuff
[03:29:52.180 --> 03:29:55.980]  Terrible they made it through all that shit. It's still still good to go
[03:29:57.580 --> 03:29:59.580]  Hell yeah, so
[03:30:00.580 --> 03:30:03.940]  That that's the one company that I was have been diehard to
[03:30:05.900 --> 03:30:10.500]  Everything else though I kind of just whatever I was sponsored for a while with skateboarding
[03:30:10.500 --> 03:30:12.620]  so I would get just kind of flow stuff and
[03:30:13.180 --> 03:30:16.620]  All right it usually if I pick up a board now, I just pick up a blank
[03:30:16.860 --> 03:30:21.540]  It's really more about like the size and the concave for me than a you know graphic
[03:30:21.980 --> 03:30:28.300]  Yeah, but my buddies back in Virginia wanted me to get the live guy printed up on some blanks
[03:30:28.340 --> 03:30:32.980]  You know, you put whatever trucks you want on it and shit. That's cool. Yeah
[03:30:33.500 --> 03:30:37.100]  Just so the fuck of it, right? There's there's a guy
[03:30:38.060 --> 03:30:44.020]  Lobster, he's he's up in Maine and he does stuff. He was actually in the show or in the chat earlier
[03:30:44.460 --> 03:30:47.740]  But he does shows on the future cannabis project as well
[03:30:47.900 --> 03:30:53.980]  he owns a company called rotten skateboards and he puts out some decks and stuff that
[03:30:54.500 --> 03:31:00.180]  Shit, you guys should collab on something collab on it like a deck seed release. That would be kind of fucking ill actually
[03:31:00.580 --> 03:31:05.580]  Yeah, for real cuz like a lot of my a lot of my people back back home and they're like
[03:31:05.740 --> 03:31:11.340]  They're really into their skating and shit like out of Richmond and Virginia Beach and shit like that. So
[03:31:11.820 --> 03:31:13.820]  Yeah, that's surfing
[03:31:14.060 --> 03:31:21.180]  Yeah, which is weird because I've always pictured surfing as a West Coast thing. But yeah, there really is surfing out like
[03:31:21.980 --> 03:31:23.980]  Carolina and stuff
[03:31:26.420 --> 03:31:33.780]  Yeah, my buddy booth he was talking earlier whatever you brought one of those little messages up he's he's a surfer
[03:31:34.300 --> 03:31:42.300]  Nice. Yeah straight up apocalypse now fucking Charlie don't surf one goes left one goes, right?
[03:31:44.020 --> 03:31:46.380]  He's fucking far out dude
[03:31:51.030 --> 03:31:56.390]  Both the grid. Yeah. Yeah, that's the dude he likes to surf
[03:31:58.390 --> 03:32:01.190]  Booth secret. Oh, there is booth the grit
[03:32:02.750 --> 03:32:04.750]  Yeah
[03:32:05.150 --> 03:32:12.710]  Way to hang in there you're real you're a trooper buddy. Oh, we're down to 111. We're losing them. We're losing
[03:32:12.710 --> 03:32:15.610]  Yeah, we need a joke. Yeah joke. Okay
[03:32:17.350 --> 03:32:22.390]  Do trees shit in the woods you ever see number two pencil
[03:32:24.950 --> 03:32:26.950]  Well done
[03:32:27.750 --> 03:32:33.550]  What do you get when you cross a fucking a penis and a potato
[03:32:34.830 --> 03:32:36.830]  What?
[03:32:36.830 --> 03:32:38.830]  Dictator
[03:32:44.270 --> 03:32:49.530]  Every time I got nothing to come back after that one
[03:32:56.070 --> 03:32:58.750]  You got man man
[03:33:01.510 --> 03:33:04.330]  Nothing on the tip my tongue I'm feeling so pathetic right now
[03:33:05.330 --> 03:33:09.330]  It's not like you just exhaled a fucking head off of a fucking joint
[03:33:10.770 --> 03:33:15.210]  Yeah, I might have just hit a nice fat little rip off of this thing here
[03:33:21.170 --> 03:33:23.370]  Okay, I can appreciate this
[03:33:24.850 --> 03:33:28.490]  Messing up the wrong buttons here. All right, here we go. We got we got
[03:33:29.250 --> 03:33:35.690]  Listener suggested and then we actually lefties farm. I appreciate he's actually got her she lefties farm has some good questions
[03:33:35.690 --> 03:33:39.710]  I'm gonna get to in a second, but it's quite shady, but
[03:33:40.770 --> 03:33:45.490]  But Shady's got one for us. Why do moon rocks taste better than earth rocks?
[03:33:48.490 --> 03:33:50.490]  Cuz they are
[03:33:50.490 --> 03:33:52.490]  Great
[03:33:58.370 --> 03:34:05.090]  Rusty nails, I'm gonna bite. Why do you get or what? Do you get crossing an elephant and a rhinoceros?
[03:34:07.690 --> 03:34:11.490]  Scrolling scroll. Oh, he hasn't put in the answer yet. I bet on a joke
[03:34:12.490 --> 03:34:15.790]  You know come with it, okay
[03:34:16.730 --> 03:34:21.170]  We'll skip the hilly hillbilly herb who was the awesome person
[03:34:21.770 --> 03:34:28.330]  Who has provided this cherry wine CBB for me super stoked on this again
[03:34:28.410 --> 03:34:31.050]  But we'll go hillbilly herb real quick
[03:34:31.810 --> 03:34:34.250]  Why does snoop carry an umbrella?
[03:34:36.250 --> 03:34:38.250]  Oh drizzle fool
[03:34:41.490 --> 03:34:43.490]  Oh
[03:34:45.050 --> 03:34:47.930]  This is great, oh I'm not touching that one
[03:34:49.770 --> 03:34:53.610]  All right difference between a snowman and a snow woman
[03:34:55.770 --> 03:34:57.770]  Snowballs I
[03:35:02.930 --> 03:35:05.570]  Almost heard the beer shoot out your nose on that
[03:35:06.370 --> 03:35:08.370]  I'll miss
[03:35:11.010 --> 03:35:18.330]  Yeah, cuz like I got so many it's just like, you know, I can't can't be like saying I'm on the fucking internet and shit
[03:35:19.650 --> 03:35:23.210]  It's like somebody somebody would be like hello offended, you know
[03:35:23.210 --> 03:35:26.890]  Like like I got like West Virginia jokes for like fucking days
[03:35:26.890 --> 03:35:31.530]  But I know there'd be somebody from West Virginia up in the chat. What the fuck did you say?
[03:35:32.290 --> 03:35:34.290]  Yeah, sorry, bro
[03:35:35.130 --> 03:35:37.130]  Just how it is I
[03:35:37.850 --> 03:35:43.290]  Know this one seems relatively safe. What do you call a cow with no legs?
[03:35:45.250 --> 03:35:47.250]  Ground beef
[03:35:49.210 --> 03:35:51.210]  That's a he just lost 100 followers
[03:35:55.170 --> 03:35:58.570]  Sorry, I didn't cut the legs off myself
[03:35:58.930 --> 03:36:01.770]  Seed collectors volume 9 the dad joke edition
[03:36:04.930 --> 03:36:08.970]  Shoot it is. Okay, that's right there. We are we are being reminded
[03:36:10.610 --> 03:36:17.610]  Dave Dave you always have the packs. Where are the packs and while you find them?
[03:36:17.610 --> 03:36:19.610]  I'm going up to lefties farm again
[03:36:20.370 --> 03:36:23.930]  Ask him about the new head scream work
[03:36:24.010 --> 03:36:26.210]  The new head scream work
[03:36:28.770 --> 03:36:30.770]  So that's
[03:36:31.090 --> 03:36:33.090]  That was a free bird
[03:36:33.090 --> 03:36:40.970]  so free bird was headband and screaming eagle and then I'd like to request some some friends back in Virginia to
