[00:00.000 --> 00:00.840]  Damn it.
[02:41:21.830 --> 02:41:22.670]  They're on the back burner,
[02:41:22.670 --> 02:41:25.030]  until life gives you the opportunity to pop them,
[02:41:25.030 --> 02:41:25.870]  you know,
[02:41:25.870 --> 02:41:27.110]  like I'm back in the day,
[02:41:27.110 --> 02:41:28.590]  when I'm like in medical scene,
[02:41:28.590 --> 02:41:30.150]  tests used to be so cheap,
[02:41:30.150 --> 02:41:31.830]  like you used to do shit,
[02:41:31.830 --> 02:41:32.750]  and hunch it,
[02:41:32.750 --> 02:41:33.590]  and test them,
[02:41:33.590 --> 02:41:36.230]  and get the turps back,
[02:41:36.230 --> 02:41:37.830]  and get your tests back,
[02:41:38.190 --> 02:41:39.710]  and hunt for potency,
[02:41:39.710 --> 02:41:41.590]  and now it's so expensive,
[02:41:41.590 --> 02:41:43.350]  because it's just,
[02:41:43.350 --> 02:41:44.870]  it's ridiculous.
[02:41:44.870 --> 02:41:45.710]  Hopefully,
[02:41:45.710 --> 02:41:47.710]  hopefully that opens up,
[02:41:47.710 --> 02:41:48.550]  you know,
[02:41:48.550 --> 02:41:49.390]  it just,
[02:41:49.390 --> 02:41:50.210]  A,
[02:41:50.210 --> 02:41:51.910]  we need to decide,
[02:41:51.910 --> 02:41:53.830]  and agree on a fricking standard,
[02:41:53.830 --> 02:41:56.110]  as all other elements,
[02:41:56.110 --> 02:41:57.710]  that scientists look for,
[02:41:57.710 --> 02:41:58.530]  and measure,
[02:41:58.530 --> 02:41:59.490]  and calculate,
[02:41:59.490 --> 02:42:00.550]  they have a standard,
[02:42:00.550 --> 02:42:03.790]  so there's no disparity between the tests.
[02:42:03.790 --> 02:42:05.710]  So first we need to agree on the standard,
[02:42:05.710 --> 02:42:07.150]  then we need to calibrate everything,
[02:42:07.190 --> 02:42:08.710]  then we need to get on it,
[02:42:08.710 --> 02:42:09.550]  but yeah,
[02:42:09.550 --> 02:42:10.390]  you know,
[02:42:10.390 --> 02:42:11.210]  there's,
[02:42:11.210 --> 02:42:12.050]  that's a great point Chad,
[02:42:12.050 --> 02:42:12.890]  I need to stop you right there,
[02:42:12.890 --> 02:42:13.710]  that's a great point,
[02:42:13.710 --> 02:42:15.270]  I think people need to really focus on this,
[02:42:15.270 --> 02:42:16.590]  if there's some lobbyists,
[02:42:16.590 --> 02:42:17.790]  because this is a huge thing,
[02:42:17.790 --> 02:42:18.630]  if we're just,
[02:42:18.630 --> 02:42:20.990]  if we have to in the industry test our product,
[02:42:20.990 --> 02:42:22.610]  but there's no checks and balances,
[02:42:22.610 --> 02:42:23.750]  there's no calibrations,
[02:42:23.750 --> 02:42:25.030]  there's no spike,
[02:42:25.030 --> 02:42:26.070]  industry standards,
[02:42:26.070 --> 02:42:26.910]  like so what the,
[02:42:26.910 --> 02:42:27.730]  like this is,
[02:42:27.730 --> 02:42:28.570]  it's a joke really,
[02:42:28.570 --> 02:42:29.630]  like people are looking at us,
[02:42:29.630 --> 02:42:30.670]  and looking and laughing,
[02:42:30.670 --> 02:42:31.790]  because that's a joke.
[02:42:31.790 --> 02:42:33.150]  Where is the standard?
[02:42:33.150 --> 02:42:34.630]  Where is the calibration?
[02:42:34.630 --> 02:42:35.470]  Like,
[02:42:35.470 --> 02:42:36.310]  yeah,
[02:42:36.310 --> 02:42:37.130]  people who know,
[02:42:37.130 --> 02:42:37.970]  and do this,
[02:42:37.970 --> 02:42:38.810]  and have done this for,
[02:42:38.810 --> 02:42:39.630]  you know,
[02:42:39.630 --> 02:42:41.950]  decades and hundreds of years,
[02:42:41.950 --> 02:42:43.550]  we're very amateur,
[02:42:43.550 --> 02:42:46.150]  but the people writing the laws don't know better,
[02:42:46.150 --> 02:42:48.030]  and at least in Washington,
[02:42:48.030 --> 02:42:50.990]  they take guidance from people with vested interests,
[02:42:50.990 --> 02:42:53.090]  so you know that it's biased,
[02:42:53.090 --> 02:42:57.750]  and not consumer focused information that they get,
[02:42:57.750 --> 02:43:00.230]  hence the legislation that they passed.
[02:43:00.230 --> 02:43:01.070]  Yeah.
[02:43:01.070 --> 02:43:01.910]  You're right,
[02:43:01.910 --> 02:43:02.730]  the lobbying groups,
[02:43:02.730 --> 02:43:03.670]  we need to get in there.
[02:43:03.670 --> 02:43:04.510]  Yeah,
[02:43:04.510 --> 02:43:05.330]  and it's just that,
[02:43:05.330 --> 02:43:06.170]  you know,
[02:43:07.010 --> 02:43:07.850]  this is the wheels,
[02:43:07.850 --> 02:43:08.670]  and I'm sure there's no money,
[02:43:08.670 --> 02:43:09.510]  and people being like,
[02:43:09.510 --> 02:43:11.170]  we need to standardize testing,
[02:43:11.170 --> 02:43:12.750]  and people are like,
[02:43:12.750 --> 02:43:15.050]  I paid this guy extra money to get me higher tests,
[02:43:15.050 --> 02:43:15.890]  let's,
[02:43:15.890 --> 02:43:16.730]  I don't really care about that,
[02:43:16.730 --> 02:43:17.550]  you know,
[02:43:17.550 --> 02:43:18.390]  it's like stuff like that,
[02:43:18.390 --> 02:43:19.330]  and I know it's,
[02:43:19.330 --> 02:43:21.050]  it doesn't happen as much as it used to,
[02:43:21.050 --> 02:43:22.330]  but it still happens.
[02:43:23.450 --> 02:43:24.290]  Yeah.
[02:43:25.250 --> 02:43:26.090]  I'm just,
[02:43:26.090 --> 02:43:26.910]  I'm just sorry,
[02:43:26.910 --> 02:43:29.010]  I'm typing a response into the chat.
[02:43:30.650 --> 02:43:32.090]  So if somebody had teased me here,
[02:43:32.090 --> 02:43:33.450]  I'm just gonna put it up now,
[02:43:33.450 --> 02:43:34.890]  because I'm responding to it,
[02:43:34.890 --> 02:43:35.730]  but it says,
[02:43:35.730 --> 02:43:39.330]  License to Drive is one of Chad's all time favorite movies,
[02:43:39.330 --> 02:43:40.850]  which is not a lie,
[02:43:40.850 --> 02:43:41.690]  I was typing,
[02:43:41.690 --> 02:43:42.730]  and I'll put it in here now,
[02:43:42.730 --> 02:43:43.550]  my unfinished job,
[02:43:43.550 --> 02:43:44.390]  but it's like,
[02:43:44.390 --> 02:43:45.210]  Cory on Cory,
[02:43:45.210 --> 02:43:48.030]  how could you go wrong with Cory on Cory action,
[02:43:48.030 --> 02:43:49.770]  like Lost Boys,
[02:43:49.770 --> 02:43:51.010]  License to Drive,
[02:43:51.010 --> 02:43:51.970]  I had a teenage,
[02:43:51.970 --> 02:43:52.810]  well,
[02:43:52.810 --> 02:43:53.950]  my sister was two years older than me,
[02:43:53.950 --> 02:43:55.970]  and this was during the heyday of the Corys,
[02:43:55.970 --> 02:43:57.050]  and New Kids on the Block,
[02:43:57.050 --> 02:43:57.890]  so dude,
[02:43:57.890 --> 02:43:58.710]  I know all about them,
[02:43:58.710 --> 02:44:00.430]  and License to Drive bro,
[02:44:00.430 --> 02:44:01.270]  good movie,
[02:44:01.270 --> 02:44:02.090]  best line,
[02:44:02.090 --> 02:44:04.890]  you mustn't fuck with the DMV.
[02:44:04.890 --> 02:44:05.730]  Yeah,
[02:44:05.730 --> 02:44:07.210]  I love that movie,
[02:44:07.210 --> 02:44:08.050]  the whole,
[02:44:08.050 --> 02:44:09.850]  the coffee on the dashboard,
[02:44:09.850 --> 02:44:10.690]  yes,
[02:44:10.690 --> 02:44:11.510]  on the hill,
[02:44:11.510 --> 02:44:12.350]  no,
[02:44:12.350 --> 02:44:13.190]  I love that,
[02:44:13.190 --> 02:44:14.010]  oh,
[02:44:14.010 --> 02:44:14.850]  that is so great,
[02:44:14.850 --> 02:44:15.810]  yes,
[02:44:15.810 --> 02:44:19.090]  I wound up taking my driver's test stone,
[02:44:19.090 --> 02:44:19.910]  this is,
[02:44:19.910 --> 02:44:20.750]  okay,
[02:44:20.750 --> 02:44:21.570]  so this is the teenage,
[02:44:21.570 --> 02:44:22.410]  you know me,
[02:44:22.410 --> 02:44:23.250]  I'm like,
[02:44:23.250 --> 02:44:24.070]  but if,
[02:44:24.070 --> 02:44:24.910]  you got it,
[02:44:24.910 --> 02:44:25.750]  I'm not encouraging this,
[02:44:25.750 --> 02:44:26.570]  everybody,
[02:44:26.570 --> 02:44:28.530]  this is a story from like a 16 year old me,
[02:44:28.530 --> 02:44:31.130]  which do not fucking take life advice from,
[02:44:31.130 --> 02:44:32.050]  I'll just put it that way,
[02:44:32.890 --> 02:44:33.730]  but I'm like,
[02:44:33.730 --> 02:44:34.550]  dude,
[02:44:34.550 --> 02:44:35.390]  if I could pass the test high,
[02:44:35.390 --> 02:44:36.650]  then I could drive high,
[02:44:36.650 --> 02:44:37.490]  and yeah,
[02:44:37.490 --> 02:44:38.490]  it was one of those like,
[02:44:38.490 --> 02:44:39.730]  the three point turn,
[02:44:39.730 --> 02:44:42.410]  I was like a little bit too wide from,
[02:44:42.410 --> 02:44:44.250]  or from the back around the corner,
[02:44:44.250 --> 02:44:45.090]  that's what it was,
[02:44:45.090 --> 02:44:47.010]  I was a little bit wide from the curb,
[02:44:47.010 --> 02:44:47.850]  it didn't,
[02:44:47.850 --> 02:44:48.670]  pass.
[02:44:48.670 --> 02:44:49.510]  Yeah,
[02:44:49.510 --> 02:44:50.350]  you know like,
[02:44:50.350 --> 02:44:51.170]  if you keep your picture high,
[02:44:51.170 --> 02:44:52.010]  and your license,
[02:44:52.010 --> 02:44:52.850]  and you look high on your license,
[02:44:52.850 --> 02:44:53.670]  yes,
[02:44:53.670 --> 02:44:54.510]  yes,
[02:44:54.510 --> 02:44:56.010]  I was sitting high,
[02:44:56.010 --> 02:44:57.010]  logic dude,
[02:44:57.010 --> 02:44:57.850]  oh,
[02:44:57.850 --> 02:45:01.570]  I'm not gonna even say stone or logic,
[02:45:01.570 --> 02:45:02.970]  I'm just gonna say,
[02:45:02.970 --> 02:45:04.490]  young logic,
[02:45:04.490 --> 02:45:05.450]  oh man,
[02:45:05.450 --> 02:45:06.290]  that was fun.
[02:45:08.570 --> 02:45:09.410]  Yeah man,
[02:45:09.410 --> 02:45:11.370]  it's been a really lovely chat with you,
[02:45:11.370 --> 02:45:12.210]  it's nice,
[02:45:12.210 --> 02:45:13.050]  you know like,
[02:45:13.050 --> 02:45:13.890]  I love it,
[02:45:13.890 --> 02:45:14.770]  like my lady just,
[02:45:14.770 --> 02:45:16.530]  all I do is talk,
[02:45:16.530 --> 02:45:17.910]  weed with her,
[02:45:17.910 --> 02:45:19.850]  I get to work at a lovely spot,
[02:45:19.850 --> 02:45:21.850]  like hello to everybody at work,
[02:45:21.850 --> 02:45:23.090]  if you're watching this,
[02:45:24.030 --> 02:45:24.870]  yeah,
[02:45:24.870 --> 02:45:26.930]  really appreciate working with everybody,
[02:45:26.930 --> 02:45:27.770]  I love it,
[02:45:27.770 --> 02:45:28.850]  like it's,
[02:45:28.850 --> 02:45:29.730]  I love cannabis,
[02:45:29.770 --> 02:45:31.730]  I'm grateful to be able to just chat,
[02:45:31.730 --> 02:45:32.890]  you know,
[02:45:32.890 --> 02:45:34.210]  it's really fun.
[02:45:34.210 --> 02:45:35.050]  Well,
[02:45:35.050 --> 02:45:35.890]  that's cool man,
[02:45:35.890 --> 02:45:36.710]  it takes the right attitude,
[02:45:36.710 --> 02:45:37.570]  the right attitude,
[02:45:37.570 --> 02:45:39.570]  attracts the right people,
[02:45:39.570 --> 02:45:40.450]  I think,
[02:45:40.450 --> 02:45:41.810]  you know the language you use,
[02:45:41.810 --> 02:45:43.330]  says a lot about a person,
[02:45:43.330 --> 02:45:44.410]  and,
[02:45:44.410 --> 02:45:45.650]  that's really important to me,
[02:45:45.650 --> 02:45:47.850]  cause I like to try to fill myself,
[02:45:47.850 --> 02:45:49.410]  you know with like positive people,
[02:45:49.410 --> 02:45:50.250]  or things,
[02:45:50.250 --> 02:45:52.130]  you know life does suck sometimes,
[02:45:52.130 --> 02:45:52.950]  but you know,
[02:45:52.950 --> 02:45:54.030]  you try to be positive,
[02:45:54.030 --> 02:45:56.530]  and just these words that people can say,
[02:45:56.530 --> 02:45:57.930]  and use and choose,
[02:45:58.930 --> 02:46:00.210]  it helps lift me up,
[02:46:00.210 --> 02:46:01.050]  so you know,
[02:46:01.050 --> 02:46:03.050]  I appreciate the conversation.
[02:46:03.050 --> 02:46:05.330]  I love listening to the future cannabis project,
[02:46:05.330 --> 02:46:06.410]  you know it's like,
[02:46:06.410 --> 02:46:07.230]  it's really cool,
[02:46:07.230 --> 02:46:08.970]  cause there's been a lot of different,
[02:46:09.850 --> 02:46:11.530]  people doing different things I should say,
[02:46:11.530 --> 02:46:12.370]  but like,
[02:46:12.370 --> 02:46:15.050]  I've definitely gravitated towards this channel,
[02:46:15.050 --> 02:46:16.010]  FCP2,
[02:46:16.010 --> 02:46:17.270]  and the original one,
[02:46:17.270 --> 02:46:18.610]  like respects to Peter,
[02:46:18.610 --> 02:46:19.770]  respects to you Chad,
[02:46:19.770 --> 02:46:20.610]  like,
[02:46:20.610 --> 02:46:21.430]  it's a great,
[02:46:21.430 --> 02:46:23.210]  you know great platform for weed heads,
[02:46:23.210 --> 02:46:24.050]  you know like,
[02:46:25.450 --> 02:46:27.410]  on my phone I got,
[02:46:27.770 --> 02:46:28.610]  Shango,
[02:46:28.610 --> 02:46:29.810]  I got podcast,
[02:46:29.810 --> 02:46:30.690]  I got,
[02:46:30.690 --> 02:46:31.530]  keep it simple,
[02:46:31.530 --> 02:46:32.370]  you know,
[02:46:32.370 --> 02:46:33.290]  cannabis scientist,
[02:46:33.290 --> 02:46:34.130]  or science,
[02:46:34.130 --> 02:46:34.950]  you know I got,
[02:46:34.950 --> 02:46:35.790]  Adam Dunn,
[02:46:35.790 --> 02:46:37.170]  like all I do is listen to cannabis stuff,
[02:46:37.170 --> 02:46:38.010]  you know like,
[02:46:39.210 --> 02:46:40.330]  so it's just,
[02:46:40.330 --> 02:46:41.170]  I love it,
[02:46:41.170 --> 02:46:42.010]  it's a great platform,
[02:46:42.010 --> 02:46:43.210]  this has been a lovely night,
[02:46:43.210 --> 02:46:44.050]  you know,
[02:46:44.050 --> 02:46:46.290]  I'm sure we've gone a lot longer than you expected,
[02:46:46.290 --> 02:46:48.290]  and I've had a great time,
[02:46:48.290 --> 02:46:49.570]  this has been lovely.
[02:46:49.570 --> 02:46:50.410]  Well thank you,
[02:46:50.410 --> 02:46:51.230]  yeah you know me too,
[02:46:51.230 --> 02:46:52.130]  I you know,
[02:46:52.130 --> 02:46:54.290]  usually like an hour,
[02:46:54.290 --> 02:46:55.210]  two hours,
[02:46:55.210 --> 02:46:56.930]  is as long as the,
[02:46:57.450 --> 02:46:58.610]  you know I usually try to go,
[02:46:58.610 --> 02:47:01.450]  we're approaching three hours right now,
[02:47:01.450 --> 02:47:02.290]  so yeah.
[02:47:02.290 --> 02:47:03.130]  You're right.
[02:47:03.130 --> 02:47:03.970]  I know,
[02:47:03.970 --> 02:47:05.850]  it is getting late for you,
[02:47:05.850 --> 02:47:08.010]  but I freaking have enjoyed this.
[02:47:08.010 --> 02:47:10.570]  I look forward to maybe future conversations,
[02:47:10.570 --> 02:47:13.810]  like maybe in the future when things get,
[02:47:13.810 --> 02:47:14.930]  you know a little bit better,
[02:47:14.930 --> 02:47:15.770]  where we're working,
[02:47:15.770 --> 02:47:16.770]  we can maybe go through that,
[02:47:16.770 --> 02:47:18.250]  cause that's a pretty special place,
[02:47:18.250 --> 02:47:19.490]  I won't mention too much of it,
[02:47:19.490 --> 02:47:21.170]  but yeah I mean,
[02:47:21.170 --> 02:47:23.630]  I think the future's bright for this channel,
[02:47:23.630 --> 02:47:24.870]  for this platform,
[02:47:24.870 --> 02:47:26.910]  and just for life in general,
[02:47:27.750 --> 02:47:29.630]  don't get caught up in the BS,
[02:47:29.630 --> 02:47:31.070]  you know a lot of,
[02:47:31.070 --> 02:47:34.150]  there's a lot of negativity thrown at us humans,
[02:47:34.150 --> 02:47:35.870]  you know just remember,
[02:47:35.870 --> 02:47:37.790]  we're all just humans,
[02:47:37.790 --> 02:47:38.910]  we're part of the human race,
[02:47:38.910 --> 02:47:40.310]  we're all one blood,
[02:47:40.310 --> 02:47:41.890]  you know we're all just trying to get through the day,
[02:47:41.890 --> 02:47:42.790]  positivity,
[02:47:42.790 --> 02:47:43.790]  like Chad said,
[02:47:43.790 --> 02:47:46.350]  be around positivity is a good thing,
[02:47:46.350 --> 02:47:48.510]  where life is full of ups and downs,
[02:47:48.510 --> 02:47:49.350]  hills and valleys,
[02:47:49.350 --> 02:47:50.270]  highs and lows,
[02:47:50.270 --> 02:47:51.430]  you know but it's,
[02:47:51.430 --> 02:47:54.230]  you know it's the lows that make the highs so high,
[02:47:54.230 --> 02:47:56.390]  and you know hold on to those highs as long as you can,
[02:47:56.950 --> 02:47:58.830]  you know be positive,
[02:47:58.830 --> 02:47:59.830]  don't stress,
[02:47:59.830 --> 02:48:01.430]  you know puff tough.
[02:48:01.430 --> 02:48:02.270]  Exactly,
[02:48:02.270 --> 02:48:05.030]  and thanks everybody and Chad for being here this evening,
[02:48:05.030 --> 02:48:06.190]  and enjoying yourselves,
[02:48:06.190 --> 02:48:07.470]  and having a good time,
[02:48:07.470 --> 02:48:09.190]  and yeah just being.
[02:48:09.190 --> 02:48:10.030]  Well,
[02:48:10.030 --> 02:48:10.870]  all right hold up,
[02:48:10.870 --> 02:48:12.790]  you wanna give away a pack or something?
[02:48:12.790 --> 02:48:14.350]  Well,
[02:48:14.350 --> 02:48:15.510]  yeah sure,
[02:48:15.510 --> 02:48:16.350]  definitely,
[02:48:16.350 --> 02:48:19.150]  the chat definitely loves these types of things.
[02:48:19.150 --> 02:48:22.070]  I'll give away the Chem Diesel OG Airborne,
[02:48:22.070 --> 02:48:25.190]  cause that's the one I'm most excited for really,
[02:48:25.710 --> 02:48:27.030]  that one and the GDP,
[02:48:27.030 --> 02:48:28.350]  but I'll just do the Airborne,
[02:48:28.350 --> 02:48:31.630]  so let's say,
[02:48:31.630 --> 02:48:33.470]  I don't know however you wanna do it,
[02:48:33.470 --> 02:48:34.830]  I don't see giveaways.
[02:48:34.830 --> 02:48:35.670]  I know,
[02:48:35.670 --> 02:48:38.110]  so they do have this like new handy giveaway tool,
[02:48:38.110 --> 02:48:39.950]  for StreamYard that I haven't used,
[02:48:39.950 --> 02:48:40.950]  and don't know how to use,
[02:48:40.950 --> 02:48:42.610]  and I don't have a tutorial pulled up,
[02:48:42.610 --> 02:48:44.550]  so we could go old school with it,
[02:48:44.550 --> 02:48:48.750]  do you see on the right hand side of your screen,
[02:48:48.750 --> 02:48:50.590]  next to the chat you should see a box,
[02:48:50.590 --> 02:48:52.230]  that'll say like private chat?
[02:48:52.230 --> 02:48:53.070]  Yeah.
[02:48:53.070 --> 02:48:53.890]  Okay,
[02:48:53.890 --> 02:48:54.730]  if you want to,
[02:48:55.250 --> 02:48:58.210]  there's 125 people watching at the moment,
[02:48:58.210 --> 02:49:02.450]  if you wanna put a number between one to 400,
