[00:00.000 --> 00:15.100]  Cheers, everybody.
[02:46:39.120 --> 02:46:44.720]  But uh, yeah that just that one and it was my first time in the contest
[02:46:45.440 --> 02:46:51.840]  Well, that's maybe maybe it was prior you won. You've also won for some from for some rosin or hash or something
[02:46:52.800 --> 02:46:56.480]  Or was this not at that contest but i've won a lot of trophies
[02:46:57.040 --> 02:47:01.200]  Contests for years that one that one was a true honor though. There's so many
[02:47:01.680 --> 02:47:05.760]  uh of oregon's best competitor there and it was
[02:47:06.480 --> 02:47:09.520]  Yeah, I was it was an honor, you know, I recognized that that
[02:47:10.640 --> 02:47:15.200]  My team worked so hard this year. I literally made every single fertilizer from the land
[02:47:15.600 --> 02:47:23.600]  Fermented everything from and you know, like I get my seaweed from the ocean like it's it's full warrior medicine big heart
[02:47:23.760 --> 02:47:26.640]  You know, and it's it feels good to be recognized for the hard work
[02:47:28.220 --> 02:47:35.280]  Congratulations for that and as a washingtonian I will fully readily admit oregon has got way better weed than washington
[02:47:35.440 --> 02:47:37.440]  So that's just what it is
[02:47:38.000 --> 02:47:38.880]  It's okay
[02:47:38.880 --> 02:47:45.760]  I i've learned so much about hash making and genetics from washington from the head from the original seattle fair
[02:47:45.760 --> 02:47:47.760]  We were the concentrate people
[02:47:48.960 --> 02:47:55.520]  I'm not i'm not as strange to what goes on in the screen who's played what role around the country, you know
[02:47:55.920 --> 02:48:00.480]  In washington, I mean my hash partners are from washington still to this day
[02:48:00.880 --> 02:48:01.920]  so
[02:48:01.920 --> 02:48:06.000]  No, it's we all have our roles that we play, you know each state
[02:48:06.240 --> 02:48:12.800]  Yeah, no very very true washington definitely had dominated for a long time over oregon
[02:48:13.280 --> 02:48:19.460]  We'd always have the conversations because i'd be down there for flower and they'd be like I need to get up there for concentrate
[02:48:19.840 --> 02:48:21.840]  So yeah
[02:48:21.840 --> 02:48:28.960]  Uh, well, let's wrap this up here. Sticky richie. I want to ask you, you know that last question too. We're pulling out our
[02:48:29.040 --> 02:48:30.080]  Our
[02:48:30.080 --> 02:48:36.080]  number one numero uno pack that we had whether it's uh for preservation or something you're gonna pop next so
[02:48:36.640 --> 02:48:38.640]  I pose that question to you, sir
[02:48:39.040 --> 02:48:41.760]  What what's the one that we're gonna close it out with?
[02:48:42.320 --> 02:48:44.320]  For me, it's not necessarily
[02:48:44.800 --> 02:48:51.600]  like the most precious thing I just was uh recently really inspired to pop these because um
[02:48:52.560 --> 02:48:59.360]  I recently popped open a jar of a cross that a friend and I collaborated on
[02:49:00.160 --> 02:49:02.240]  and um, it's uh
[02:49:02.800 --> 02:49:08.720]  A strain I created called candied limes, which is a cross of rainbow chip times tahiti lime
[02:49:09.440 --> 02:49:12.800]  Um, and we crossed that to the lemon snow cone
[02:49:16.000 --> 02:49:18.000]  And um
[02:49:18.800 --> 02:49:24.000]  They were all a certain way right and one of them came out like an extreme outlier like this
[02:49:25.680 --> 02:49:31.840]  Straight up orange tic tac thing, which was like totally different than the rest of them and um
[02:49:32.800 --> 02:49:34.400]  so delicious and
[02:49:34.400 --> 02:49:37.120]  Just yummy that i've been smoking it a bunch. So i'm
[02:49:39.200 --> 02:49:47.680]  Taking a candid lime and uh, I crossed it to the black cherry punch that I hunted out. Um
[02:49:48.000 --> 02:49:48.960]  from
[02:49:48.960 --> 02:49:50.960]  in-house genetics a while ago
[02:49:51.360 --> 02:49:54.400]  So I want to see what I can get out of those
[02:49:54.720 --> 02:49:58.980]  So that's the next one i'm popping and to see if I can see something interesting
[02:49:59.440 --> 02:50:04.240]  Um, so it's black cherry punch times. Candy lime rainbow chip times tahiti lime
[02:50:04.960 --> 02:50:06.080]  um
[02:50:06.080 --> 02:50:07.680]  and um
[02:50:07.680 --> 02:50:10.880]  I don't know something about just getting inspired by
[02:50:11.440 --> 02:50:15.760]  One of the phenol hunts and seeing something dramatically different than all the rest and you just go for it
[02:50:15.760 --> 02:50:18.880]  You know, that's where I went with this one and that's what i'm gonna do
[02:50:19.680 --> 02:50:21.680]  Check it out
[02:50:21.680 --> 02:50:24.500]  Awesome, man, that'll be that'll be exciting
[02:50:25.680 --> 02:50:32.480]  packed full of flavor I bet too and incidentally before he's gonna be I don't think I can make it bro, but
[02:50:32.960 --> 02:50:36.240]  You're are you gonna be at the gene traders? They can get your gear out there
[02:50:37.120 --> 02:50:39.120]  No, no
[02:50:40.800 --> 02:50:42.800]  Sorry my bad
[02:50:42.880 --> 02:50:44.880]  Jason
[02:50:44.880 --> 02:50:47.200]  Jason sorry, there's still ways they can get
[02:50:51.840 --> 02:50:58.080]  Yep, yeah, well let's let's give uh, sticky richie to your chance. Uh, let people know where they can find you. Uh,
[02:50:58.640 --> 02:51:02.880]  What you got coming up? Uh and how people can uh, maybe grow some of your gear
[02:51:03.440 --> 02:51:08.320]  I would love that. Thank you, man. Uh again. Thanks a lot for having us. This has been a real blast
[02:51:08.400 --> 02:51:11.200]  This is exactly what I like doing. Uh, but um
[02:51:11.920 --> 02:51:18.820]  Again you can reach me at um on instagram at sticky richie. You can reach me at sticky richie at gmail.com
[02:51:19.840 --> 02:51:21.840]  um
[02:51:22.000 --> 02:51:25.600]  Coming up, uh, I am going to be um
[02:51:27.200 --> 02:51:29.200]  Giving a little uh
[02:51:30.560 --> 02:51:37.200]  Talk about homesteading independence and sustainable, you know, um living around the homestead and different things
[02:51:37.840 --> 02:51:39.840]  at a hash competition
[02:51:40.480 --> 02:51:44.880]  Uh and cup that's coming up in maine jesden, maine at the um
[02:51:45.920 --> 02:51:50.160]  Really cool place called nature's summit. Uh in jesden, maine
[02:51:50.880 --> 02:51:53.760]  folks up there have the barn they're the folks that hosted the
[02:51:54.880 --> 02:52:01.600]  Regen conference and a bunch of other other events that are happening up there. Uh, really really cool folks
[02:52:01.920 --> 02:52:07.440]  Um, so i'm going to be up there for that hash cup and uh giving a little talk about that
[02:52:08.160 --> 02:52:11.940]  Um, I am always fighting here in massachusetts
[02:52:13.120 --> 02:52:15.680]  uh with farm bug co-op and other
[02:52:16.720 --> 02:52:20.800]  small farm type co-ops and businesses trying to let
[02:52:21.520 --> 02:52:25.280]  us even get a chance to play here in this market between
[02:52:26.080 --> 02:52:29.440]  between the mso's dominating it and um
[02:52:30.000 --> 02:52:33.760]  You know microbial threshold is being so strict. It has to be sterile
[02:52:34.400 --> 02:52:36.400]  Uh, it's a real tough
[02:52:36.460 --> 02:52:42.800]  Radiated. Yeah, it's it's a really incredible situation. So we've been really working hard to change that
[02:52:43.280 --> 02:52:46.800]  So some of these small farmers around here can take part in the industry
[02:52:47.600 --> 02:52:48.720]  um
[02:52:48.720 --> 02:52:50.720]  You can also reach out to me for
[02:52:51.520 --> 02:52:53.520]  genetics consultation
[02:52:53.760 --> 02:52:56.960]  I am there and ready to help working on things
[02:52:57.600 --> 02:52:59.600]  designed for the east coast
[02:53:00.480 --> 02:53:02.880]  outdoors specifically so, um
[02:53:03.360 --> 02:53:04.960]  Nice
[02:53:04.960 --> 02:53:07.120]  That's pretty much where what i'm up to
[02:53:08.400 --> 02:53:14.000]  Very much for the opportunity. Yeah. Thank you for your time and thank you for showing up and that's a cool direction because I know
[02:53:14.560 --> 02:53:18.960]  Uh, a lot of people do look for region specific because that's the smart thing to do
[02:53:19.520 --> 02:53:23.920]  Um, so yeah east coast definitely take a look at that and you know
[02:53:24.640 --> 02:53:28.000]  Chef john, I know I did ask you guys. What was your favorite ones?
[02:53:28.080 --> 02:53:33.600]  But I don't think I actually asked you to shout yourself out and tell let people know where they can find you
[02:53:33.680 --> 02:53:37.120]  So I want you two guys to do that before we wrap it up here real quick
[02:53:37.920 --> 02:53:39.920]  Now i'll start with you john. Let's go
[02:53:40.160 --> 02:53:44.320]  Uh, you can reach me on instagram at uh, gross face killer
[02:53:44.860 --> 02:53:46.860]  groww
[02:53:46.860 --> 02:53:48.240]  spac
[02:53:48.240 --> 02:53:50.960]  spac e k l l a no h
[02:53:51.680 --> 02:53:52.960]  um
[02:53:52.960 --> 02:53:56.080]  And it's just a funny, you know, I figured if uh,
[02:53:56.800 --> 02:54:00.240]  If uh skunk master flex can be skunk master flex. I can be gross
[02:54:01.200 --> 02:54:03.200]  killer, so yeah
[02:54:03.360 --> 02:54:05.520]  Brett got to meet him. That's eddie lepp's uh
[02:54:06.720 --> 02:54:08.720]  son there, uh
[02:54:09.360 --> 02:54:15.920]  Skunk master flex, but anyway, um, yeah, so you can get catch me there on ig and um
[02:54:17.040 --> 02:54:19.040]  you know, um, i'm so
[02:54:19.600 --> 02:54:25.200]  Happy to be able to bring these guys that like I emulate that i'm going to you know that I
[02:54:27.040 --> 02:54:29.040]  Respect and revere so much because
[02:54:29.600 --> 02:54:36.000]  I see this is they're showing that it can be done in in the way that everybody doesn't want to do it or
[02:54:36.560 --> 02:54:38.560]  is not necessarily, um
[02:54:39.280 --> 02:54:40.800]  willing to to
[02:54:40.800 --> 02:54:45.520]  You know, like these these guys like I need to get some rick. Ricky's. Um, rick
[02:54:46.160 --> 02:54:49.680]  Rich's eggs i'm a little stoned i've been dabbing all night. But anyway
[02:54:50.640 --> 02:54:52.640]  these guys, you know
[02:54:53.040 --> 02:54:59.200]  It's glorious and I want to and that's how i'm going to live my life. Um, i'm starting to implement that and uh,
[02:54:59.600 --> 02:55:02.400]  so I see these guys as as an example and uh
[02:55:03.280 --> 02:55:04.720]  my mentors
[02:55:04.720 --> 02:55:05.920]  so
[02:55:05.920 --> 02:55:09.200]  Weird dude. Well, thank you for your time and thanks for joining us again
[02:55:09.680 --> 02:55:14.400]  And I hope we do this again soon because I know I want to have some more soil conversation with you
[02:55:14.960 --> 02:55:16.320]  um
[02:55:16.320 --> 02:55:17.520]  Chef, how about yourself?
[02:55:17.520 --> 02:55:23.280]  Where can people give you or give you a follow or find you and again everybody their instagrams are down in the notes
[02:55:23.280 --> 02:55:25.280]  So that's a quick way
[02:55:29.660 --> 02:55:37.340]  Yeah, you can always find me on instagram, uh, you'll see me either on the east coast and sometimes out west advocating for patient rights and
[02:55:37.980 --> 02:55:39.980]  preaching clean medicine
[02:55:40.060 --> 02:55:43.280]  Um, I also do recipe development and sop development
[02:55:44.860 --> 02:55:47.180]  Make custom edibles and uh
[02:55:47.740 --> 02:55:49.740]  that's in maine
[02:55:49.900 --> 02:55:55.420]  Um, yeah, thank you so much cool. Yeah, man, and again, thank you for kind of
[02:55:57.340 --> 02:56:00.700]  Go ahead. I think there's a delay here, please finish
[02:56:01.500 --> 02:56:03.500]  Yeah, no worries. Thank you
[02:56:03.580 --> 02:56:07.740]  Chad and bud gas and for putting up some feet together for all of these, uh
[02:56:08.540 --> 02:56:11.260]  Programs that you guys are doing also the john and
[02:56:12.220 --> 02:56:14.460]  Rich and joshua as well for coming on
[02:56:16.540 --> 02:56:18.540]  I had a blast with you guys
[02:56:21.270 --> 02:56:24.630]  Well, good deal man, and I want to say thank you, you know for your time as well
[02:56:24.630 --> 02:56:30.710]  But also for really kind of spearheading, uh this episode up kind of putting everybody together getting us all in touch
