[00:00.000 --> 00:02.000]  Let's see
[02:54:35.540 --> 02:54:44.540]  Yeah I do if they're if the plant's healthy you know I would never like if you know I'm seeing any sort of pest pressure or anything on my plants.
[02:54:45.100 --> 02:54:57.100]  I would remove those leaves from the system and not kind of perpetuate the same problem, but absolutely like any biomass that's produced, whether it be with my cover crop or my
[02:54:57.660 --> 02:55:05.660]  My canvas plant everything gets recycled back to the soil, you know down to at the end after I harvest and I you know remove.
[02:55:06.660 --> 02:55:15.660]  All the buds and like the trim goes to extraction the bud goes where it goes, and then I have leftover stems that gets mulched and returned back to the system as well.
[02:55:16.220 --> 02:55:28.220]  So everything the roots stay right where they where they're at, you know it's all it's all organic matter that will get turned back into food, you know, like the same pot is producing nutrition.
[02:55:29.220 --> 02:55:36.220]  You know it's to make that plant grow if I put that plant back into the soil and it's you know it definitely closes that loop so.
[02:55:36.780 --> 02:55:48.780]  That's something I preach to everyone like you're you've got to recycle as much of that material as possible because that's I mean that's free free nutrients right there and you.
[02:55:49.780 --> 02:55:50.780]  You know exactly where it came from.
[02:55:51.780 --> 02:55:59.780]  You know exactly where it came from, you know, even if you can even if you take it out of the system and you compost it and then you re add your compost back system, you know, like that is.
[02:56:00.340 --> 02:56:16.340]  You know that's paramount as well, you know, but I am a proponent of literally every when I defan or I you know take clones and I you know cut the clones down and all that stuff all that gets returned to to the living soil pot or dead or the base of the plant.
[02:56:17.340 --> 02:56:18.340]  In the case of outdoors.
[02:56:19.340 --> 02:56:20.340]  Right yeah.
[02:56:20.340 --> 02:56:21.340]  Absolutely.
[02:56:21.900 --> 02:56:22.900]  All right.
[02:56:22.900 --> 02:56:33.900]  So this is my most my most important question the night for each of you if we break right now how quick till you're actually in bed because for me I'm in the basement.
[02:56:33.900 --> 02:56:35.900]  So I just got to walk out to fly.
[02:56:36.900 --> 02:56:39.900]  I also just have to go upstairs.
[02:56:40.460 --> 02:56:41.460]  Yeah.
[02:56:42.460 --> 02:56:43.460]  No, I don't know.
[02:56:44.460 --> 02:56:49.460]  I keep I keep seeing something that I asked about Instagram handles genome alchemy over here.
[02:56:50.460 --> 02:56:53.460]  G E N E underscore.
[02:56:54.460 --> 02:56:55.460]  Oh, underscore alchemy.
[02:56:56.460 --> 02:56:58.460]  So yeah genome alchemy over here.
[02:56:59.460 --> 02:57:05.460]  Definitely pre the man follow shares page that people know where you got this education tonight.
[02:57:06.460 --> 02:57:07.460]  Absolutely.
[02:57:07.460 --> 02:57:08.460]  Yeah, absolutely.
[02:57:09.020 --> 02:57:10.020]  Well deserved man.
[02:57:11.020 --> 02:57:12.020]  You know, so yeah.
[02:57:13.020 --> 02:57:16.020]  So so Brian, you have any more you ready to go to bed.
[02:57:16.020 --> 02:57:18.020]  You ready to walk upstairs to bed.
[02:57:19.020 --> 02:57:20.020]  I feel good, man.
[02:57:21.020 --> 02:57:22.020]  I kind of nerd out on this stuff to be honest.
[02:57:23.020 --> 02:57:24.020]  Yeah, I could.
[02:57:25.020 --> 02:57:26.020]  I'm fine.
[02:57:27.020 --> 02:57:30.020]  I'm like I could fall asleep or you guys can keep talking and.
[02:57:31.020 --> 02:57:32.020]  No, no.
[02:57:33.020 --> 02:57:34.020]  I think he wants to go.
[02:57:35.020 --> 02:57:36.020]  But.
[02:57:36.580 --> 02:57:37.580]  I think we're watching.
[02:57:37.580 --> 02:57:38.580]  It's actually pretty cool.
[02:57:39.580 --> 02:57:40.580]  Got more time in your day.
[02:57:41.580 --> 02:57:42.580]  I don't sleep, bro.
[02:57:43.580 --> 02:57:44.580]  I don't saw.
[02:57:45.580 --> 02:57:49.580]  But, you know, I you know, obviously it's it's about, you know, like other people.
[02:57:50.580 --> 02:57:51.580]  Other other questions.
[02:57:51.580 --> 02:57:52.580]  Is that why you're asking that?
[02:57:53.580 --> 02:57:57.580]  I'm sure if we waited like 10 seconds, there'd be more questions.
[02:57:58.580 --> 02:58:03.580]  But we could, you know, we could do more of these to like this, you know, keep people
[02:58:04.140 --> 02:58:05.140]  want more.
[02:58:05.140 --> 02:58:08.140]  And this was something when I first started to cultivate that I really wish I would have
[02:58:09.140 --> 02:58:10.140]  had.
[02:58:10.140 --> 02:58:12.140]  I mean, we couldn't really get confidence go on.
[02:58:13.140 --> 02:58:16.140]  Anything but overgrowth was really where I felt like that.
[02:58:17.140 --> 02:58:22.140]  You know, I was also I felt like I got a lot of bad advice when I was first starting out,
[02:58:22.140 --> 02:58:24.140]  just kind of honestly fucking up and fucking up.
[02:58:25.140 --> 02:58:29.140]  So this is why I like this kind of forum is because hopefully we can minimize that community.
[02:58:29.700 --> 02:58:33.700]  More people understand that at least they they view it as a medicine.
[02:58:34.700 --> 02:58:38.700]  I think they'll also understand why, you know, minor cannabinoids are, in my opinion, almost
[02:58:39.700 --> 02:58:41.700]  more important than just focusing on THC.
[02:58:43.700 --> 02:58:44.700]  Yeah, yeah.
[02:58:45.700 --> 02:58:46.700]  I mean, it's also high.
[02:58:47.700 --> 02:58:48.700]  So I don't know.
[02:58:49.700 --> 02:58:50.700]  I see a question.
[02:58:50.700 --> 02:58:51.700]  I say question.
[02:58:51.700 --> 02:58:52.700]  What temp is the hash room?
[02:58:52.700 --> 02:58:53.700]  I like that question because.
[02:58:54.260 --> 02:58:59.260]  If you're going to make hash, period, you need to have temps below 64 degrees Fahrenheit.
[02:59:00.260 --> 02:59:05.260]  You know, the second you hit 65, you're going to have issues pulling, you're going to have
[02:59:06.260 --> 02:59:10.260]  issues with hash sticking to the bags, stability issues.
[02:59:12.260 --> 02:59:17.260]  You know, we really recommend these cold rooms, you know, and stick into like 40 degrees,
[02:59:17.260 --> 02:59:18.260]  40 to 44.
[02:59:19.260 --> 02:59:20.260]  It's way that cold.
[02:59:20.820 --> 02:59:24.820]  But I'm just saying, like, you can't if you're doing this at your house, you can't you can't
[02:59:25.820 --> 02:59:27.820]  do this in anything over 64 degrees.
[02:59:28.820 --> 02:59:29.820]  You'll be fucked.
[02:59:29.820 --> 02:59:30.820]  It won't it won't work.
[02:59:31.820 --> 02:59:32.820]  Yeah.
[02:59:32.820 --> 02:59:34.820]  No, our cold rooms, definitely, you know, 40 to 44.
[02:59:35.820 --> 02:59:36.820]  Wash it night, wash in the winter.
[02:59:39.820 --> 02:59:40.820]  That's colder than I actually thought.
[02:59:41.820 --> 02:59:42.820]  That was pretty high.
[02:59:43.820 --> 02:59:44.820]  Yeah, yeah.
[02:59:44.820 --> 02:59:47.820]  There's walk-ins, you know, some of us have designed other cold rooms, you know, walk-ins.
[02:59:48.380 --> 02:59:52.380]  Like, it's really, you know, hard to make them warmer than that.
[02:59:53.380 --> 02:59:54.380]  Yeah.
[02:59:55.380 --> 02:59:56.380]  It's got to be efficient, too, right?
[02:59:57.380 --> 02:59:58.380]  You're paying for ice.
[02:59:59.380 --> 03:00:02.380]  Trying to keep that water cold, you know, like air temperature is a thing, you know.
[03:00:03.380 --> 03:00:04.380]  You can't insulate, you can only insulate.
[03:00:05.380 --> 03:00:07.380]  All the boys are always wearing their big jackets and stuff.
[03:00:08.380 --> 03:00:11.380]  I've been working at this lab in Berkeley, and it's so cold, cold.
[03:00:12.380 --> 03:00:13.380]  It's down to 40, you know.
[03:00:13.940 --> 03:00:16.940]  Mixing, hand mixing everything at the Berkeley lab, for sure.
[03:00:17.940 --> 03:00:18.940]  So it's a vibe, though.
[03:00:19.940 --> 03:00:23.940]  You know, if you if you're in that lab, you're there because you're passionate about this.
[03:00:24.940 --> 03:00:31.940]  And that's what that's really why, you know, I think promoting the cold room is the coolest thing, you know, because you're not going to get tax makers just in there for the fuck of it.
[03:00:32.940 --> 03:00:34.940]  You're going to get the people in there that are passionate about it.
[03:00:35.940 --> 03:00:40.940]  Don't talk about 40 degrees for six hours, you know, like, yeah, passion's going to shine through.
[03:00:41.500 --> 03:01:01.500]  So, Nick, a while ago, Tony, Tony, Tony, Tony asked, notice any difference using the same water from first wash through the fifth instead of using fresh new water each run?
[03:01:02.500 --> 03:01:03.500]  It's a great question.
[03:01:04.060 --> 03:01:21.060]  You know, after I really learned the rinsing tech, you know, especially if you have issues cooling your water and not wanting to just continuously use up all your clean RO water each and every time.
[03:01:22.060 --> 03:01:28.060]  The rinsing tech has been, you know, allowed me to continue to use the same water through that first run, the second run.
[03:01:29.060 --> 03:01:31.060]  And I haven't really seen too much difference.
[03:01:31.620 --> 03:01:34.620]  And that's how that's how we operate at Essential.
[03:01:34.620 --> 03:01:39.620]  I know a lot of people that use brand new water for each individual run.
[03:01:40.620 --> 03:01:46.620]  But, yeah, if I notice like a bunch of chlorophyll or something in it, you know, I won't reuse it.
[03:01:47.620 --> 03:01:48.620]  I'll definitely use new water.
[03:01:50.620 --> 03:01:54.620]  But we try not to run those those those strengths that just leach.
[03:01:55.620 --> 03:01:56.620]  Right. Green water.
[03:01:57.620 --> 03:01:58.620]  Yeah. Don't wash it.
[03:01:59.180 --> 03:02:00.180]  I mean, I want to do water.
[03:02:01.180 --> 03:02:02.180]  Something. But you know what?
[03:02:02.180 --> 03:02:04.180]  Things like that have surprised me, too.
[03:02:04.180 --> 03:02:06.180]  Like this Frittles that we just washed in Berkeley.
[03:02:06.180 --> 03:02:08.180]  It was straight purple water.
[03:02:08.180 --> 03:02:12.180]  Generally, purple strains don't yield for us as a thicker, waxy cuticle.
[03:02:13.180 --> 03:02:14.180]  And generally, Skittles doesn't yield.
[03:02:14.180 --> 03:02:16.180]  Generally, forbidden fruit doesn't yield.
[03:02:17.180 --> 03:02:18.180]  Somehow, those two combine.
[03:02:19.180 --> 03:02:21.180]  Big Up B365 Cannabis.
[03:02:23.180 --> 03:02:26.180]  We found and Big Up Calicocher, of course, for cultivating it.
[03:02:26.740 --> 03:02:30.740]  We found a yielder that pre-rosin, I think we're at 4.85 percent.
[03:02:31.740 --> 03:02:32.740]  Something like that.
[03:02:33.740 --> 03:02:34.740]  So it was definitely viable.
[03:02:35.740 --> 03:02:36.740]  And that's fresh frozen weight.
[03:02:37.740 --> 03:02:40.740]  So once you convert that to dry, you multiply that by like four or five.
[03:02:41.740 --> 03:02:42.740]  So we're talking 20, 25 percent.
[03:02:43.740 --> 03:02:48.740]  So from 619 to 664 asks, what about a Temple Ball style of hash?
[03:02:49.740 --> 03:02:51.740]  Does a room temperature matter as much?
[03:02:52.300 --> 03:02:55.300]  If you're trying to make quality hash room temperature.
[03:02:56.300 --> 03:02:57.300]  Yeah.
[03:02:57.300 --> 03:03:01.300]  If you're trying to make quality hash, temperature and humidity control matters 100 percent.
[03:03:02.300 --> 03:03:05.300]  If you're using quality material, it matters.
[03:03:06.300 --> 03:03:10.300]  So, yeah, even if your end product is going to be a Temple Ball,
[03:03:12.300 --> 03:03:16.300]  if it's a Temple Ball of Gorilla Glue number four and you're working in 80 degree temperature,
[03:03:17.300 --> 03:03:21.300]  you're not going to get it off your back to even get to the point of Temple Ball.
[03:03:22.300 --> 03:03:23.300]  So, yeah.
[03:03:25.300 --> 03:03:28.300]  I mean, if you're using really, really low quality material,
[03:03:29.300 --> 03:03:31.300]  your temps could raise a little bit higher.
[03:03:32.300 --> 03:03:35.300]  I mean, it just really depends on what your end goal is.
[03:03:38.300 --> 03:03:41.300]  You might have more issues, more microbial at that point, too.
[03:03:43.300 --> 03:03:44.300]  Yeah.
[03:03:44.300 --> 03:03:45.300]  I didn't think about that.
[03:03:46.300 --> 03:03:49.300]  You know, like having the temperature and humidity go up in your lab.
[03:03:49.860 --> 03:03:51.860]  Yeah, you're going to have some issues.
[03:03:53.860 --> 03:03:58.860]  If you have moisture and you have plant material, mobile can be a good addition.
[03:04:03.860 --> 03:04:04.860]  All right.
[03:04:04.860 --> 03:04:06.860]  So, raise your hand if you are ready to go to bed.
[03:04:14.860 --> 03:04:16.860]  Can we get a cameo from the guys off camera?
[03:04:17.420 --> 03:04:18.420]  Dabs up.
[03:04:20.420 --> 03:04:21.420]  There you go.
[03:04:21.420 --> 03:04:22.420]  That's great.
[03:04:24.420 --> 03:04:25.420]  And who's that?
[03:04:26.420 --> 03:04:28.420]  DeGear Forge, owner of Melvora.
[03:04:29.420 --> 03:04:30.420]  Ah, nice to meet you.
[03:04:31.420 --> 03:04:35.420]  So, is this your, are we in your home right now, your shop?
[03:04:36.420 --> 03:04:38.420]  And it looks like someone just came out of the cold room.
[03:04:40.420 --> 03:04:42.420]  The guy who's ready to go to bed.
[03:04:43.420 --> 03:04:44.420]  Yeah.
[03:04:44.420 --> 03:04:45.420]  So, you guys are both raising your hands.
[03:04:45.980 --> 03:04:46.980]  I've been up since 5am.
[03:04:47.980 --> 03:04:48.980]  I flew in this morning.
[03:04:49.980 --> 03:04:50.980]  Oh, as have I.
