[00:03.840 --> 00:31.220]  Welcome back, podcast world!
[02:20:55.260 --> 02:20:58.160]  If you're hitting the bong, hopefully you only need one or two good bong rips before
[02:20:58.160 --> 02:20:59.580]  you start feeling it.
[02:20:59.580 --> 02:21:01.460]  I find vaporizers to be unpredictable.
[02:21:01.460 --> 02:21:05.500]  I never know if I'm going to need one or six pulls off the vaporizer, but take as many
[02:21:05.500 --> 02:21:09.900]  as you're comfortable with, get a little buzz on and sit back for a couple of seconds and
[02:21:09.900 --> 02:21:11.300]  just see what happens.
[02:21:11.300 --> 02:21:12.300]  Are you stoned?
[02:21:12.300 --> 02:21:13.300]  Did you get mellow?
[02:21:13.300 --> 02:21:14.300]  Did you get low?
[02:21:14.300 --> 02:21:15.300]  Are you high?
[02:21:15.300 --> 02:21:16.620]  Did you get giggly and goofy?
[02:21:16.620 --> 02:21:17.620]  Are you paranoid?
[02:21:17.620 --> 02:21:18.620]  Do you have the munchies?
[02:21:18.620 --> 02:21:19.620]  How do you feel?
[02:21:19.620 --> 02:21:21.480]  Give it a couple of seconds.
[02:21:21.480 --> 02:21:24.000]  If you've got other friends in the room, start conversation.
[02:21:24.000 --> 02:21:25.500]  You guys will start talking about the product.
[02:21:25.500 --> 02:21:27.220]  You'll start talking about the herb.
[02:21:27.220 --> 02:21:28.740]  Somebody will mention the taste.
[02:21:28.740 --> 02:21:30.820]  Somebody will mention the aroma.
[02:21:30.820 --> 02:21:31.820]  And we'll start.
[02:21:31.820 --> 02:21:35.060]  Pay attention to how your friends react to your herb.
[02:21:35.060 --> 02:21:37.620]  Make a mental note of what you think of the herb.
[02:21:37.620 --> 02:21:38.620]  Do you like it?
[02:21:38.620 --> 02:21:39.620]  Do you like the aroma?
[02:21:39.620 --> 02:21:40.980]  Do you like the flavor?
[02:21:40.980 --> 02:21:44.480]  Do you like the buzz that you've gotten from the way you've consumed it?
[02:21:44.480 --> 02:21:48.600]  Now it may be time to take a couple of more puffs and go to the next level.
[02:21:48.600 --> 02:21:49.600]  Now what do you think?
[02:21:49.600 --> 02:21:52.100]  Now that you've pushed it a little bit, how do you feel?
[02:21:52.100 --> 02:21:53.100]  Now are you super stoned?
[02:21:53.100 --> 02:21:54.100]  Are you stuck to the couch?
[02:21:54.100 --> 02:21:57.340]  Are you flying off the couch and just hanging on for dear life?
[02:21:57.340 --> 02:21:58.820]  How is it making you feel?
[02:21:58.820 --> 02:22:00.340]  How is it acting to your friends?
[02:22:00.340 --> 02:22:01.340]  Are they lit?
[02:22:01.340 --> 02:22:02.340]  Are they bored?
[02:22:02.340 --> 02:22:03.340]  See how they're enjoying it?
[02:22:03.340 --> 02:22:07.140]  Pay attention to the words that they're saying and try to make a mental note of their review
[02:22:07.140 --> 02:22:09.020]  of your product.
[02:22:09.020 --> 02:22:13.140]  Now let's talk about a few things to look for while you are smoking your first sample.
[02:22:13.140 --> 02:22:16.900]  Let's look for some things about the product to pay attention to.
[02:22:16.900 --> 02:22:18.740]  How does your product burn?
[02:22:18.740 --> 02:22:19.740]  Does it burn smoothly?
[02:22:19.740 --> 02:22:21.520]  Did it burn like a charcoal briquette?
[02:22:21.520 --> 02:22:23.900]  Or did it burn a nice white ash?
[02:22:23.900 --> 02:22:27.140]  If the ash that you knocked off the end of your joint or that chunk that you dumped out
[02:22:27.140 --> 02:22:31.100]  of your bowl at the end, if that was chunky and black, you may not have flushed your product
[02:22:31.100 --> 02:22:32.100]  long enough.
[02:22:32.100 --> 02:22:33.700]  You may want a longer flush time.
[02:22:33.700 --> 02:22:36.140]  Also, you may not have dried it properly.
[02:22:36.140 --> 02:22:38.040]  It may still be a little bit wet.
[02:22:38.040 --> 02:22:42.660]  If it's not burning properly, it could still be a little moist and it needs more dry time.
[02:22:42.660 --> 02:22:44.900]  So pay attention to how it burns.
[02:22:44.900 --> 02:22:47.200]  Also, how does it smoke?
[02:22:47.200 --> 02:22:49.000]  Is the smoke nice and smooth?
[02:22:49.000 --> 02:22:51.220]  Is that smoke thick and harsh?
[02:22:51.220 --> 02:22:52.220]  Does it hurt your throat?
[02:22:52.220 --> 02:22:53.580]  Does it make you cough?
[02:22:53.580 --> 02:22:57.560]  Or can you just toke on it all day and blow clouds and it doesn't bother your lungs and
[02:22:57.560 --> 02:22:58.660]  throat at all?
[02:22:58.660 --> 02:22:59.740]  Pay attention to that.
[02:22:59.740 --> 02:23:05.200]  You can make improvements in your next grow based on the quality of this product.
[02:23:05.200 --> 02:23:06.380]  How is the flavor?
[02:23:06.380 --> 02:23:07.460]  How is the aroma?
[02:23:07.460 --> 02:23:09.040]  Are those things on point?
[02:23:09.040 --> 02:23:14.300]  Because if the flavor and aroma and burn factor are not on point, you can absolutely correct
[02:23:14.300 --> 02:23:16.840]  those in your next grow.
[02:23:16.840 --> 02:23:20.660]  I was talking about paying attention to what your friends say because they are going to
[02:23:20.660 --> 02:23:22.140]  be honest with you.
[02:23:22.140 --> 02:23:24.000]  You're going to be very proud of your crop.
[02:23:24.000 --> 02:23:25.340]  You spent a lot of time on this.
[02:23:25.340 --> 02:23:28.140]  You're going to think it is the best herb you've ever smoked.
[02:23:28.140 --> 02:23:32.380]  That is a very natural thing for new growers to experience.
[02:23:32.380 --> 02:23:33.480]  Listen to your friends.
[02:23:33.480 --> 02:23:35.340]  They smoke a lot of herb also.
[02:23:35.340 --> 02:23:38.740]  They're going to have very influential feedback.
[02:23:38.740 --> 02:23:41.180]  Don't let their criticism hurt your feelings.
[02:23:41.180 --> 02:23:42.820]  You're going to take their compliments.
[02:23:42.820 --> 02:23:45.500]  When one of your friends says, bro, this shit smells so good.
[02:23:45.500 --> 02:23:47.260]  I can't believe you grew this.
[02:23:47.260 --> 02:23:48.260]  You're going to glow.
[02:23:48.260 --> 02:23:51.280]  When the other guy says, bro, this kind of burns my throat.
[02:23:51.320 --> 02:23:56.880]  You have to take that compliment just as strongly as you did or that criticism as strongly as
[02:23:56.880 --> 02:23:58.120]  you did that compliment.
[02:23:58.120 --> 02:24:00.740]  They both matter equally.
[02:24:00.740 --> 02:24:03.840]  Use the compliment as a driving force to move you forward.
[02:24:03.840 --> 02:24:07.760]  Use the criticism as a way to improve your crop next time.
[02:24:07.760 --> 02:24:10.680]  Don't be hurt when one of your friends says, bro, that weed burns my throat.
[02:24:10.680 --> 02:24:13.040]  That's because you did something wrong and you need to improve.
[02:24:13.040 --> 02:24:15.840]  He was honest with you because he's a good friend.
[02:24:15.840 --> 02:24:19.200]  I mentioned earlier that some of the things that you may need to improve that you'll notice
[02:24:19.200 --> 02:24:21.200]  right away are your flush.
[02:24:21.200 --> 02:24:22.360]  How is that product burning?
[02:24:22.360 --> 02:24:26.360]  Again, is it a dark chunk or is it a nice white clean ash?
[02:24:26.360 --> 02:24:29.840]  Does it burn all the way through the joint or do you need to keep relighting it?
[02:24:29.840 --> 02:24:33.600]  If it's burning real black and chunky and you need to keep relighting it, you probably
[02:24:33.600 --> 02:24:35.300]  need it to flush longer.
[02:24:35.300 --> 02:24:39.240]  If it just keeps going out, but it's not burning real black, it may just be too wet and you
[02:24:39.240 --> 02:24:42.720]  need to dry and cure it a little bit longer.
[02:24:42.720 --> 02:24:44.120]  How was your cure process?
[02:24:44.120 --> 02:24:45.600]  Does the herb taste good?
[02:24:45.600 --> 02:24:46.940]  Does it smell good?
[02:24:46.940 --> 02:24:47.940]  Is it crunchy?
[02:24:47.940 --> 02:24:48.940]  Is it dry?
[02:24:48.940 --> 02:24:49.940]  Is it moist?
[02:24:49.940 --> 02:24:51.660]  How do you dry and cure it to your liking?
[02:24:51.660 --> 02:24:54.580]  Do your friends think you dried and cured it properly?
[02:24:54.580 --> 02:24:55.580]  What do you think?
[02:24:55.580 --> 02:24:58.540]  As long as you're happy, that's what matters as long as you are consuming it.
[02:24:58.540 --> 02:25:03.460]  If it's going to market, it's got to satisfy the market, so pay attention to what the market
[02:25:03.460 --> 02:25:04.460]  says.
[02:25:04.460 --> 02:25:06.140]  Also, how did you trim it?
[02:25:06.140 --> 02:25:07.860]  Are you satisfied with the trim?
[02:25:07.860 --> 02:25:10.880]  Are your clients satisfied with the trim?
[02:25:10.880 --> 02:25:12.340]  Maybe you can improve on the trim.
[02:25:12.340 --> 02:25:16.340]  A lot of new growers don't trim enough, in my opinion.
[02:25:16.340 --> 02:25:19.180]  You could go a little bit harder on your trim job.
[02:25:19.180 --> 02:25:22.620]  Now that you are consuming the product and you can actually tell what type of buzz it
[02:25:22.620 --> 02:25:26.700]  gives you, do you think you should have flowered a little bit longer or do you think you should
[02:25:26.700 --> 02:25:29.300]  have flowered a little bit shorter?
[02:25:29.300 --> 02:25:33.460]  If you pay attention to the finished product and how things came out this time, if you
[02:25:33.460 --> 02:25:37.180]  took plenty of notes throughout the grow, you can look at your notes, you can look at
[02:25:37.180 --> 02:25:41.020]  your finished product and you can see things that you can improve for the next run, which
[02:25:41.020 --> 02:25:43.260]  will make you a better grower.
[02:25:43.260 --> 02:25:47.100]  Take all of those compliments and take all of that criticism and ball it all up into
[02:25:47.100 --> 02:25:52.380]  one big learning lesson and think of ways to improve your crop next time.
[02:25:52.380 --> 02:25:56.300]  Now the overall deciding factor on the quality of this product is how do you feel?
[02:25:56.300 --> 02:25:57.420]  Do you like it?
[02:25:57.420 --> 02:26:01.900]  Were you going for a low couch lock kind of a buzz or were you going for a big psychedelic
[02:26:01.900 --> 02:26:05.240]  head spinning high and did you get what you were after?
[02:26:05.240 --> 02:26:08.820]  Do you think if you would have let that plant flower a little bit longer that you would
[02:26:08.820 --> 02:26:09.940]  have gotten better quality?
[02:26:09.940 --> 02:26:12.260]  Do you think maybe you would have gotten a fatter yield?
[02:26:12.260 --> 02:26:15.500]  Do you think maybe if you would have chopped it a little later that it may have started
[02:26:15.500 --> 02:26:16.780]  to diminish the flavor?
[02:26:16.780 --> 02:26:20.540]  Do you think if you would have cut it a little bit earlier that it would have been a little
[02:26:20.540 --> 02:26:23.140]  more head buzzy and a little bit racier?
[02:26:23.140 --> 02:26:26.060]  There are things to think about as you were testing the final product.
[02:26:26.060 --> 02:26:29.300]  Are you satisfied with your finished product is the bottom line.
[02:26:29.300 --> 02:26:31.780]  If you're satisfied, don't change a thing.
[02:26:31.780 --> 02:26:35.780]  If there are things that you're not satisfied with, look at your notes and think of ways
[02:26:35.780 --> 02:26:39.700]  that you can improve those things for your next run.
[02:26:39.700 --> 02:26:44.100]  Now I started off our little science experiment slash ritual of testing our first crop by
[02:26:44.100 --> 02:26:46.980]  sitting in our little comfortable environment.
[02:26:46.980 --> 02:26:51.620]  Cannabis consumers, stoners, potheads, whatever you want to call us, I'm okay with all of
[02:26:51.620 --> 02:26:52.860]  the above.
[02:26:52.860 --> 02:26:56.700]  We have this tendency to smoke and get trapped in our little spot.
[02:26:56.700 --> 02:26:57.700]  We don't want to go anywhere.
[02:26:57.700 --> 02:26:58.740]  We're nice and comfortable here.
[02:26:58.740 --> 02:27:00.900]  Like I said earlier, the music is just right.
[02:27:00.900 --> 02:27:02.620]  The air conditioner is just right.
[02:27:02.620 --> 02:27:04.300]  The fridge is full of snacks.
[02:27:04.300 --> 02:27:05.980]  My bros are right here at the table.
[02:27:05.980 --> 02:27:07.580]  Why would I want to go anywhere?
[02:27:07.580 --> 02:27:08.580]  Why?
[02:27:08.580 --> 02:27:12.500]  Because when you step out of this little comfort zone, you may be twice as stoned as you even
[02:27:12.500 --> 02:27:13.500]  noticed.
[02:27:13.900 --> 02:27:18.300]  It's really easy to smoke a whole bunch of product and sit here and be blazed out of
[02:27:18.300 --> 02:27:21.180]  your mind to be comfortable because this is the zone.
[02:27:21.180 --> 02:27:22.180]  You know where everything is.
[02:27:22.180 --> 02:27:23.180]  I know there's a drink right here.
[02:27:23.180 --> 02:27:24.180]  I know the dab rig is right here.
[02:27:24.180 --> 02:27:25.180]  I know the pen is right here.
[02:27:25.180 --> 02:27:26.660]  I know where everything is.
[02:27:26.660 --> 02:27:29.120]  There's no chaos right here.
[02:27:29.120 --> 02:27:30.120]  Maybe go somewhere.
[02:27:30.120 --> 02:27:31.240]  Go for a walk.
[02:27:31.240 --> 02:27:34.600]  Maybe call an Uber and have them take you to the mall or to the park.
[02:27:34.600 --> 02:27:35.600]  Just go somewhere.
[02:27:35.600 --> 02:27:36.700]  Just get out of the house.
[02:27:36.700 --> 02:27:40.220]  Maybe just go get some food somewhere with your bros and just get out of the house while
[02:27:40.220 --> 02:27:44.540]  you're freshly buzzed on that fresh new product and see what kind of brand new experiences
[02:27:44.540 --> 02:27:46.740]  the world brings to you out there.
[02:27:46.740 --> 02:27:50.540]  There's this thing about stoners that once you smoke, you've got about 10 minutes.
[02:27:50.540 --> 02:27:53.900]  If you don't get up and leave in 10 minutes, you're fucking stuck wherever you just smoked.
