[00:01.920 --> 00:03.800]  What's up, Podcast World?
[02:48:41.290 --> 02:48:43.130]  Who's your favorite dude in the show, Mike?
[02:48:43.130 --> 02:48:44.410]  It's a toss up.
[02:48:44.410 --> 02:48:46.970]  I'm a huge fan of Judge James Gray.
[02:48:46.970 --> 02:48:49.010]  I'm a huge fan of Dr. Lester Greenspoon.
[02:48:49.010 --> 02:48:52.430]  And they're both heavy narrators in the beginning.
[02:48:52.430 --> 02:48:55.210]  Ed Burns, the guy that did The Wire is-
[02:48:55.210 --> 02:48:57.050]  Ed Burns is one of my faves.
[02:48:57.050 --> 02:48:58.450]  Is featured in a talking.
[02:48:58.450 --> 02:49:03.450]  Dr. Lester Greenspoon wrote life-changing books on cannabis.
[02:49:03.530 --> 02:49:05.970]  One of the, like the researchers.
[02:49:05.970 --> 02:49:08.170]  I mean, Harvard trained, works at Harvard,
[02:49:08.170 --> 02:49:12.250]  researching cannabis for the last, what, 50 years?
[02:49:12.250 --> 02:49:13.250]  How many?
[02:49:13.250 --> 02:49:15.710]  I mean, just incredible, incredible speakers
[02:49:15.710 --> 02:49:17.310]  to have gathered for this documentary.
[02:49:17.310 --> 02:49:18.350]  I loved it.
[02:49:18.350 --> 02:49:19.510]  I know I keep interrupting.
[02:49:19.510 --> 02:49:20.350]  No, go ahead.
[02:49:20.350 --> 02:49:21.170]  You got a question.
[02:49:21.170 --> 02:49:26.030]  How many years do you think like he worked for,
[02:49:26.030 --> 02:49:29.030]  he's like ex-D-I-D-A.
[02:49:29.030 --> 02:49:29.870]  Which one?
[02:49:29.870 --> 02:49:31.430]  The, you just said-
[02:49:31.430 --> 02:49:32.270]  Ed Burns.
[02:49:32.270 --> 02:49:33.630]  Ed Burns.
[02:49:33.630 --> 02:49:36.630]  He was, I can't remember which law enforcement agency.
[02:49:36.650 --> 02:49:38.610]  He was a cop for a whole bunch of,
[02:49:38.610 --> 02:49:42.050]  he was a murder detective for a whole bunch of years
[02:49:42.050 --> 02:49:43.610]  in Baltimore, I believe.
[02:49:43.610 --> 02:49:44.450]  Yeah.
[02:49:44.450 --> 02:49:45.970]  Those dudes always have some stories, man.
[02:49:45.970 --> 02:49:48.250]  Like every time, like, and it's,
[02:49:48.250 --> 02:49:52.330]  we have more of them that come over to our side
[02:49:52.330 --> 02:49:54.770]  than they, than, you know, like the druggies clean up
[02:49:54.770 --> 02:49:56.330]  and go to the cops because for number one-
[02:49:56.330 --> 02:49:58.690]  Law enforcement against prohibition's an awesome group.
[02:49:58.690 --> 02:50:03.090]  That's full, made up fully of ex-judges, cops, detectives,
[02:50:03.090 --> 02:50:05.930]  D-A agents that just saw that prohibition
[02:50:06.230 --> 02:50:07.990]  doesn't do anything but harm.
[02:50:09.070 --> 02:50:11.230]  And it might come from an interesting place
[02:50:11.230 --> 02:50:12.790]  of trying to prevent drug use,
[02:50:12.790 --> 02:50:14.610]  but it doesn't do that at all.
[02:50:14.610 --> 02:50:18.230]  And on top of not being effective at all at its main goal,
[02:50:18.230 --> 02:50:20.310]  it's also incredibly harmful to the society
[02:50:20.310 --> 02:50:21.710]  it's attempting to try to.
[02:50:22.830 --> 02:50:25.110]  I can, I can agree with that.
[02:50:25.110 --> 02:50:27.310]  I'd also had clips from Joe Rogan.
[02:50:27.310 --> 02:50:28.670]  We saw Snoop Dizzle.
[02:50:28.670 --> 02:50:30.830]  We saw Lester Grinspoon.
[02:50:30.830 --> 02:50:31.830]  Brian Redman was in there.
[02:50:31.830 --> 02:50:33.150]  A lot of people might not know who that is,
[02:50:33.150 --> 02:50:35.510]  but I know who he is and shout out to Brian Redman.
[02:50:35.530 --> 02:50:36.610]  B-Rill was in there.
[02:50:37.490 --> 02:50:38.330]  They also, they proved-
[02:50:38.330 --> 02:50:39.210]  Mr. Nice.
[02:50:39.210 --> 02:50:40.050]  Mr. Nice was in there.
[02:50:40.050 --> 02:50:42.250]  I was gonna say who was your favorite, but I'm-
[02:50:42.250 --> 02:50:43.090]  All of the above.
[02:50:43.090 --> 02:50:44.090]  Yeah, yeah, yeah.
[02:50:44.090 --> 02:50:45.250]  I got attachments to all of them
[02:50:45.250 --> 02:50:46.650]  because, you know, just industry things.
[02:50:46.650 --> 02:50:48.570]  I look up to a lot of those people.
[02:50:48.570 --> 02:50:50.170]  They actually show that cannabis, scientifically,
[02:50:50.170 --> 02:50:53.550]  they prove that cannabis does not cause schizophrenia.
[02:50:53.550 --> 02:50:54.390]  They reminded me-
[02:50:54.390 --> 02:50:55.810]  They talk a lot about that research in the beginning.
[02:50:55.810 --> 02:50:57.450]  I loved that lead in.
[02:50:57.450 --> 02:50:59.850]  Cannabis was outlawed in 1937.
[02:50:59.850 --> 02:51:04.010]  And they actually mentioned that alcohol poisoning
[02:51:04.030 --> 02:51:07.990]  causes 250,000 deaths per year.
[02:51:07.990 --> 02:51:09.430]  Did you catch the tobacco numbers?
[02:51:09.430 --> 02:51:10.710]  No. 500,000?
[02:51:10.710 --> 02:51:13.590]  They compare it to the Holocaust every year.
[02:51:13.590 --> 02:51:14.430]  Oh yeah, they did.
[02:51:14.430 --> 02:51:16.030]  Okay, you're right.
[02:51:16.030 --> 02:51:18.110]  A Holocaust around the planet every year
[02:51:18.110 --> 02:51:19.430]  due to tobacco consumption.
[02:51:19.430 --> 02:51:22.230]  Of not just the Jewish people,
[02:51:22.230 --> 02:51:24.590]  but also of the German soldiers that died as well.
[02:51:24.590 --> 02:51:26.310]  I don't remember how they broke it down,
[02:51:26.310 --> 02:51:27.710]  but it's like five and a half million people
[02:51:27.710 --> 02:51:30.230]  around the globe die every year due to tobacco consumption.
[02:51:30.230 --> 02:51:32.110]  And it's just crazy.
[02:51:32.110 --> 02:51:33.510]  Zero from cannabis.
[02:51:34.490 --> 02:51:37.650]  The US is held up as a model around the world
[02:51:37.650 --> 02:51:40.530]  is the place that has pushed tobacco consumption
[02:51:40.530 --> 02:51:44.410]  down to record levels with education.
[02:51:44.410 --> 02:51:48.050]  That's really all we did is we check ID at the point of sale
[02:51:48.050 --> 02:51:52.250]  and we tell every school kid, if you smoke tobacco,
[02:51:52.250 --> 02:51:54.170]  it will lead to these health effects.
[02:51:54.170 --> 02:51:57.450]  And we give them the legitimate information on tobacco.
[02:51:57.450 --> 02:51:59.130]  And that's all we did.
[02:51:59.790 --> 02:52:04.230]  And they made a few catchy kind of teenager commercials.
[02:52:04.230 --> 02:52:06.950]  I mean, they threw a couple of million dollars every year
[02:52:06.950 --> 02:52:09.330]  at like crazy teen smoking ads and stuff.
[02:52:09.330 --> 02:52:11.510]  But like the really effective stuff
[02:52:11.510 --> 02:52:13.310]  is just sitting the kid down in health class
[02:52:13.310 --> 02:52:15.190]  and being like, this is your nice pink lung.
[02:52:15.190 --> 02:52:16.630]  This is the black lung.
[02:52:16.630 --> 02:52:18.030]  I remember those videos.
[02:52:18.030 --> 02:52:18.870]  You know what, my kids.
[02:52:18.870 --> 02:52:19.830]  All right guys, we're running out of time.
[02:52:19.830 --> 02:52:20.790]  I want to do a couple of things
[02:52:20.790 --> 02:52:21.870]  before we have to wrap it up.
[02:52:21.870 --> 02:52:22.910]  Hi, grandmas.
[02:52:22.910 --> 02:52:23.870]  Yes, exactly.
[02:52:23.870 --> 02:52:25.210]  That's what's next.
[02:52:25.210 --> 02:52:27.270]  I was stumbling across the internet and everywhere I go,
[02:52:27.290 --> 02:52:30.370]  there's videos of grandmas smoking weed for the first time.
[02:52:30.370 --> 02:52:31.490]  Do you think I can play it with sound
[02:52:31.490 --> 02:52:32.330]  and not get in trouble
[02:52:32.330 --> 02:52:33.890]  or should I just cut the sound out of it?
[02:52:33.890 --> 02:52:35.530]  We might want, I mean, honestly,
[02:52:35.530 --> 02:52:37.450]  for legal reasons you might want to hit pause, I think,
[02:52:37.450 --> 02:52:38.810]  just so you don't have to worry about it.
[02:52:38.810 --> 02:52:40.290]  I'll watch it and I'll just keep the volume
[02:52:40.290 --> 02:52:41.570]  to where we can't hear it
[02:52:41.570 --> 02:52:42.970]  so it doesn't go to the recording.
[02:52:42.970 --> 02:52:45.170]  All right, everybody bring it up real quick.
[02:52:45.170 --> 02:52:46.410]  Yeah, go ahead and type in right now,
[02:52:46.410 --> 02:52:49.330]  search for grandmas smoking weed for the first time.
[02:52:49.330 --> 02:52:51.290]  I'll give you a second to search for that.
[02:52:51.290 --> 02:52:53.050]  Yes, that one with the three nice grandmas in the bong.
[02:52:53.050 --> 02:52:55.010]  Yeah, it's three ladies, pink and purple.
[02:52:55.010 --> 02:52:56.450]  The three old ladies wearing pink and purple
[02:52:56.510 --> 02:52:57.790]  and they got a purple bong in front of them.
[02:52:57.790 --> 02:52:59.190]  That's the video you're searching for.
[02:52:59.190 --> 02:53:00.510]  Don't get any weird parody.
[02:53:00.510 --> 02:53:01.750]  I'm gonna hit play right now
[02:53:01.750 --> 02:53:02.710]  and then I'm gonna talk about it.
[02:53:02.710 --> 02:53:03.910]  If you guys need a minute to catch up,
[02:53:03.910 --> 02:53:05.030]  I'll give you a second
[02:53:05.030 --> 02:53:07.990]  and then I'm gonna hit play on three, two, one, play.
[02:53:09.110 --> 02:53:10.710]  YouTube's loading, I'm sorry, I failed.
[02:53:10.710 --> 02:53:13.310]  Oh, okay, it starts off with an old lady taking a bong,
[02:53:13.310 --> 02:53:15.110]  taking a bong, it starts off with another old lady taking,
[02:53:15.110 --> 02:53:16.870]  they don't clear it, they just fill it
[02:53:16.870 --> 02:53:18.070]  and then they leave it all smoky.
[02:53:18.070 --> 02:53:18.910]  But it looks stylish.
[02:53:18.910 --> 02:53:20.110]  Their first timers don't judge them too much.
[02:53:20.110 --> 02:53:21.190]  Yeah, I'm just, well, you know,
[02:53:21.190 --> 02:53:22.390]  I'm trying to narrate here.
[02:53:22.390 --> 02:53:24.030]  It's a six minute video, I don't know if we'll get
[02:53:26.550 --> 02:53:27.670]  to the sound quality, but we'll talk through a lot of it.
[02:53:27.670 --> 02:53:29.590]  Grandma smoking weed for the first time.
[02:53:29.590 --> 02:53:31.550]  It's a very well produced video.
[02:53:31.550 --> 02:53:32.390]  They had a nice camera too.
[02:53:32.390 --> 02:53:33.910]  I'm gonna tease the sound quality,
[02:53:33.910 --> 02:53:34.750]  cause I'm curious.
[02:53:34.750 --> 02:53:37.590]  And we had our cigarettes and our cocktails
[02:53:37.590 --> 02:53:38.790]  and we were happy.
[02:53:38.790 --> 02:53:40.510]  No, I've never smoked marijuana before.
[02:53:40.510 --> 02:53:42.510]  You wanna listen to it, dude.
[02:53:42.510 --> 02:53:44.270]  Crank it up and just enjoy it.
[02:53:44.270 --> 02:53:45.910]  No, I'll watch it when I can one time,
[02:53:45.910 --> 02:53:47.550]  but I don't wanna get us in trouble.
[02:53:47.550 --> 02:53:49.230]  Cause it's the quotes that are beautiful
[02:53:49.230 --> 02:53:52.150]  when the vaporizer gets down on the table.
[02:53:52.150 --> 02:53:53.470]  So let me jump in here.
[02:53:53.470 --> 02:53:55.290]  This dude is about to light the bong
[02:53:55.310 --> 02:53:57.430]  for this nice looking old lady.
[02:53:57.430 --> 02:53:58.950]  She pulled it closer to her face.
[02:53:58.950 --> 02:54:01.310]  He's showing her what's about to happen.
[02:54:01.310 --> 02:54:02.910]  She's shaking the lighter cause it won't work.
[02:54:02.910 --> 02:54:04.390]  She keeps shaking it when she tries to light it.
[02:54:04.390 --> 02:54:05.310]  So now she's toking bro.
[02:54:05.310 --> 02:54:06.350]  She's pulling a toke.
[02:54:06.350 --> 02:54:07.510]  She did not carve it.
[02:54:07.510 --> 02:54:09.030]  No, none of them carve it.
[02:54:09.030 --> 02:54:10.950]  But they weren't instructed to as well.
[02:54:10.950 --> 02:54:13.350]  They were instructed to do everything till then.
[02:54:14.390 --> 02:54:15.530]  Oh, this one old lady.
[02:54:16.750 --> 02:54:18.590]  I'd say she's probably the older of the three.
[02:54:18.590 --> 02:54:20.350]  She just took a pretty nice bong rip.
[02:54:20.350 --> 02:54:22.310]  They start ripping in here in a second.
[02:54:22.310 --> 02:54:24.190]  She's definitely smoked like a hookah before.
[02:54:24.190 --> 02:54:25.030]  And then.
[02:54:25.770 --> 02:54:27.050]  Oh, she goes back for seconds.
[02:54:27.050 --> 02:54:28.210]  And then the Betty White looking chick
[02:54:28.210 --> 02:54:30.890]  is about to line up for a dab or for a bong rip.
[02:54:30.890 --> 02:54:33.690]  I really hope they had some nice munchies after this video.
[02:54:33.690 --> 02:54:35.170]  I was smoking so hard the first time.
[02:54:35.170 --> 02:54:37.090]  Oh, that's a lot of smoke coming out of there.
[02:54:37.090 --> 02:54:39.350]  What it said in the beginning was they gave them snacks
[02:54:39.350 --> 02:54:41.970]  and they gave them drinks and they gave them pot
[02:54:41.970 --> 02:54:44.490]  or cannabis and went with it, you know?
[02:54:44.490 --> 02:54:45.730]  So it's all good.
[02:54:45.730 --> 02:54:47.810]  I don't wanna get myself taken off of fucking iTunes,
[02:54:47.810 --> 02:54:49.090]  but I'm gonna put some of the volume in
[02:54:49.090 --> 02:54:50.410]  for one minute later.
[02:54:50.410 --> 02:54:51.250]  So here, we wanna listen to this.
[02:54:51.250 --> 02:54:53.610]  I think it was easier than I thought.
[02:54:53.610 --> 02:54:54.450]  Yeah.
[02:54:54.870 --> 02:54:58.430]  And I think it was better to do the bong
[02:54:58.430 --> 02:55:02.810]  and not the cigarette, the joint.
[02:55:02.810 --> 02:55:03.650]  All right, that's enough.
[02:55:03.650 --> 02:55:04.470]  I don't wanna get myself in trouble,
[02:55:04.470 --> 02:55:05.690]  but all right, five minutes later.
[02:55:05.690 --> 02:55:06.670]  So I'm just gonna let it play.
[02:55:06.670 --> 02:55:09.510]  And then it's a long video, so we'll put some clips in.
[02:55:09.510 --> 02:55:10.830]  They're starting to feel it now.
[02:55:10.830 --> 02:55:12.470]  I can go ahead and tell you basically from memory.
[02:55:12.470 --> 02:55:13.790]  They're starting to feel it now.
[02:55:13.790 --> 02:55:16.630]  Okay, so it's just three grandmas getting super high
[02:55:16.630 --> 02:55:17.470]  for the first time. Yeah, they're playing Jenga.
[02:55:17.470 --> 02:55:18.870]  It's hilarious. Yeah, they're playing Jenga.
[02:55:18.870 --> 02:55:20.990]  And then she starts playing with it with her second hand
[02:55:20.990 --> 02:55:21.830]  and the other chick's like,
[02:55:21.830 --> 02:55:23.870]  no, you can't, you're not supposed to play with it
[02:55:24.210 --> 02:55:25.050]  with two hands. And there it goes.
[02:55:25.050 --> 02:55:26.730]  She couldn't even do it with two hands.
[02:55:26.730 --> 02:55:29.050]  So 15 minutes later, we'll turn it up for a second.
[02:55:29.050 --> 02:55:30.610]  Oh, they pull out a vaporizer.
[02:55:30.610 --> 02:55:34.410]  Well, I won't tell you what was going through my mind.
[02:55:34.410 --> 02:55:35.250]  Leave it out.
[02:55:35.250 --> 02:55:36.250]  It kinda looks like a sex toy.
[02:55:36.250 --> 02:55:42.060]  I thought it was a dildo,
[02:55:42.060 --> 02:55:44.900]  but I've never seen anything on the end of it like this.
[02:55:46.540 --> 02:55:48.060]  The vaporizer that's been produced
[02:55:48.060 --> 02:55:51.580]  looks like a dildo with a straw coming out of the tube.
[02:55:51.580 --> 02:55:52.660]  And now she's toking it.
[02:55:52.660 --> 02:55:53.500]  She's actually hitting it.
[02:55:53.500 --> 02:55:55.420]  So I'm gonna jump in a couple of minutes
[02:55:55.420 --> 02:55:56.980]  because I don't wanna watch these old ladies hit a vaporizer.
[02:55:57.960 --> 02:55:59.360]  What's the quotes that they say throughout this
[02:55:59.360 --> 02:56:02.240]  that make it an insanely popular video?
[02:56:02.240 --> 02:56:03.080]  Oh, they're high now.
[02:56:03.080 --> 02:56:03.900]  I can see it on their faces.
[02:56:03.900 --> 02:56:06.160]  The middle of the ladies' eyes are just blasted red.
[02:56:06.160 --> 02:56:08.680]  35 minutes later, we'll give you some volume.
[02:56:08.680 --> 02:56:11.240]  Broadway this season, blank.
[02:56:11.240 --> 02:56:12.080]  The musical.
[02:56:12.080 --> 02:56:13.040]  Oh, they're just playing card games.
[02:56:13.040 --> 02:56:16.140]  Okay, so it'd be the South or Queefy.
[02:56:20.480 --> 02:56:25.430]  Queffer, Queffer, Queefy.
