[00:03.900 --> 00:31.030]  Welcome back, Podcast World!
[03:17:22.540 --> 03:17:25.660]  But if you have got a clone, it's already ready to go.
[03:17:25.660 --> 03:17:30.220]  If you cut a clone before you put your plants into flower, that clone is going to go into
[03:17:30.220 --> 03:17:32.420]  a pot about two weeks later.
[03:17:32.420 --> 03:17:35.540]  And it'll be ready to go into another pot a couple of weeks later.
[03:17:35.540 --> 03:17:40.140]  You can cut a bunch more clones off of that and have that ready to go by the time that
[03:17:40.140 --> 03:17:41.860]  first crop is finished.
[03:17:41.860 --> 03:17:45.820]  So you will have decided which one is the keeper probably around week seven or eight,
[03:17:45.820 --> 03:17:50.500]  and you can take a bunch of clones and have them ready almost on time to fill that room
[03:17:50.500 --> 03:17:52.100]  when you cut down from the pheno hunt.
[03:17:52.100 --> 03:17:53.980]  And you don't have to skip any time.
[03:17:53.980 --> 03:17:56.180]  It helps you move along quite quickly.
[03:17:56.180 --> 03:17:58.860]  So now our original plants have grown out nice and large.
[03:17:58.860 --> 03:18:00.580]  We have got clones from everything.
[03:18:00.580 --> 03:18:01.980]  They are properly labeled.
[03:18:01.980 --> 03:18:07.100]  We are confident that at least one of those clones from each phenotype is going to root.
[03:18:07.100 --> 03:18:10.100]  Then it is time to flower my pheno hunt.
[03:18:10.100 --> 03:18:12.100]  That's when the fun begins.
[03:18:12.100 --> 03:18:15.180]  We can tell a lot about our plants during the veg cycle.
[03:18:15.180 --> 03:18:19.100]  We can tell if you like the growth structure, if you like the node spacing, if you like
[03:18:19.100 --> 03:18:20.220]  the leaf size.
[03:18:20.220 --> 03:18:22.340]  That's going to indicate a lot of things.
[03:18:22.340 --> 03:18:26.580]  The real things we want to see will not reveal themselves until they are in flower.
[03:18:26.580 --> 03:18:31.500]  So early in flower, the first things we need to pay attention to, we need to look for males.
[03:18:31.500 --> 03:18:35.540]  If you are growing from seed, you have got the opportunity to have males pop up in your
[03:18:35.540 --> 03:18:39.460]  garden, even if you are running feminized seeds.
[03:18:39.460 --> 03:18:43.120]  Not all feminized seed makers make seeds the same way.
[03:18:43.120 --> 03:18:46.420]  Some feminized seeds were made with poor practices.
[03:18:46.420 --> 03:18:50.920]  Some feminized seeds were made without auditioning the parrot plants properly before breeding
[03:18:50.920 --> 03:18:51.920]  with them.
[03:18:51.920 --> 03:18:57.620]  You still may find males or intersex traits in feminized seeds.
[03:18:57.620 --> 03:19:01.660]  Just because the package says feminized, doesn't mean you can get lazy and stop paying
[03:19:01.660 --> 03:19:02.660]  attention.
[03:19:02.660 --> 03:19:08.420]  So, we need to look for males or hermaphrodites in our garden early in flower.
[03:19:08.420 --> 03:19:11.700]  I would start looking day three, day four, day five.
[03:19:11.700 --> 03:19:14.900]  You're going to start seeing signs of male pre-flower.
[03:19:14.900 --> 03:19:19.460]  As soon as you are certain that that plant is a male, it needs to come out of the garden.
[03:19:19.460 --> 03:19:21.420]  We do not want boys in there.
[03:19:21.420 --> 03:19:23.660]  The girls are going to start developing pistils.
[03:19:23.660 --> 03:19:25.180]  They'll be able to receive pollen.
[03:19:25.180 --> 03:19:27.720]  When those males drop pollen, they're going to seed your plant.
[03:19:27.720 --> 03:19:31.220]  We need to get the boys out as soon as possible.
[03:19:31.220 --> 03:19:35.120]  I do plan to talk more in depth about sexing our plants in a future episode when we get
[03:19:35.120 --> 03:19:40.000]  into the flowering phase, but quickly, let's talk about identifying a male and a female
[03:19:40.000 --> 03:19:42.540]  cannabis plant early in flower.
[03:19:42.540 --> 03:19:46.300]  When I am trying to identify the sex of a cannabis plant, there are two spots I like
[03:19:46.300 --> 03:19:49.420]  to look and I find those spots very reliable.
[03:19:49.420 --> 03:19:54.320]  The very tip top bud will be the first spot to show you sex when you throw those plants
[03:19:54.360 --> 03:19:55.360]  into flower.
[03:19:55.360 --> 03:19:59.880]  Also, lower on the plant where you've got an intersection, you've got the little peace
[03:19:59.880 --> 03:20:00.880]  sign.
[03:20:00.880 --> 03:20:03.680]  You've got two branches coming off and you've got the main stalk coming up right there at
[03:20:03.680 --> 03:20:04.880]  that intersection.
[03:20:04.880 --> 03:20:07.560]  It loves to tell you if it is a boy or a girl.
[03:20:07.560 --> 03:20:12.720]  A few days into flower, our plants will start giving us signs of male or female sex.
[03:20:12.720 --> 03:20:16.440]  If you grab a branch and look closely, there will be the main branch coming up.
[03:20:16.440 --> 03:20:19.360]  Then there will be a little shoot coming off of that.
[03:20:19.360 --> 03:20:24.440]  Where that shoot splits off, there will be signs of sex right at that intersection.
[03:20:24.440 --> 03:20:27.640]  Right inside of that little V, there will be signs of sex.
[03:20:27.640 --> 03:20:32.440]  If you see a wart-like thing popping up right there, if you see a little tiny acorn popping
[03:20:32.440 --> 03:20:37.680]  up right there, if it's got a ball coming out of there, that is probably a male plant.
[03:20:37.680 --> 03:20:42.180]  If it looks like it's got a hair coming out, just one little pistol, maybe two little pistol
[03:20:42.180 --> 03:20:45.640]  hairs doing a peace sign, that is a female.
[03:20:45.640 --> 03:20:50.320]  At the intersections, at the nodes, you will see either little hairs coming out or you
[03:20:50.320 --> 03:20:52.120]  may see what looks like balls.
[03:20:52.120 --> 03:20:56.680]  Now, be careful in early flower because sometimes those little balls are actually calyxes and
[03:20:56.680 --> 03:20:58.480]  it can be confusing.
[03:20:58.480 --> 03:21:03.440]  If you have identified something that you think may be a male flower, mark that plant.
[03:21:03.440 --> 03:21:08.360]  Say, arise number seven, looks like it could be a boy, write that down somewhere.
[03:21:08.360 --> 03:21:12.160]  Then every day when you go in that garden, head right over to number seven and look at
[03:21:12.160 --> 03:21:13.800]  the progress.
[03:21:13.960 --> 03:21:18.080]  If those balls that are on the plant start drooping and hanging down, that is definitely
[03:21:18.080 --> 03:21:19.080]  a male.
[03:21:19.080 --> 03:21:20.120]  It's growing a set of balls.
[03:21:20.120 --> 03:21:22.040]  You need to get that boy out of there.
[03:21:22.040 --> 03:21:28.200]  If that ball starts putting out a long hair, that is a calyx and you've got a female plant.
[03:21:28.200 --> 03:21:31.460]  Up toward the top of the plant, we should see a little bit of production.
[03:21:31.460 --> 03:21:34.440]  You will either see buds that look like dandelions.
[03:21:34.440 --> 03:21:35.440]  Those are your girls.
[03:21:35.440 --> 03:21:39.440]  If they're getting hairs, the white furry pistols are popping out, those are females.
[03:21:39.440 --> 03:21:40.520]  That's what you want.
[03:21:40.520 --> 03:21:44.920]  If it looks like you're making little sets of bananas up at the top, those are your boy
[03:21:44.920 --> 03:21:45.920]  plants.
[03:21:45.920 --> 03:21:46.920]  We need to get rid of those.
[03:21:46.920 --> 03:21:50.680]  It may look like you've got a little bud that is already loaded up with seeds.
[03:21:50.680 --> 03:21:52.040]  Those are not seeds.
[03:21:52.040 --> 03:21:53.640]  Those are pollen sacks.
[03:21:53.640 --> 03:21:57.160]  We need to get that boy out of the room immediately.
[03:21:57.160 --> 03:22:02.120]  I can only describe males and females so much through words with a podcast.
[03:22:02.120 --> 03:22:07.320]  It is your responsibility as a ganja farmer to Google what a male and female cannabis
[03:22:07.320 --> 03:22:08.320]  plant look like.
[03:22:08.320 --> 03:22:09.720]  You need some images.
[03:22:09.920 --> 03:22:10.920]  Get ahead of yourself.
[03:22:10.920 --> 03:22:14.020]  Go look before you put your plants into flower.
[03:22:14.020 --> 03:22:18.360]  Do not make the mistake of thinking, I can identify a male plant and then let that male
[03:22:18.360 --> 03:22:19.560]  go.
[03:22:19.560 --> 03:22:24.760]  By day 10, day 14, he's going to be dropping pollen and you're going to have a pollinated
[03:22:24.760 --> 03:22:25.760]  crop.
[03:22:25.760 --> 03:22:27.920]  If you're a new grower, that is very discouraging.
[03:22:27.920 --> 03:22:29.080]  Everything just went to shit.
[03:22:29.080 --> 03:22:31.680]  Your main goal is to produce a crop with no seeds.
[03:22:31.680 --> 03:22:33.160]  You just reduced potency.
[03:22:33.160 --> 03:22:34.720]  You just reduced harvest weight.
[03:22:34.720 --> 03:22:37.160]  You definitely reduced retail value.
[03:22:37.160 --> 03:22:40.000]  Gardening is not how you want it if you've got seeds in there.
[03:22:40.000 --> 03:22:44.800]  Be very careful to get the boys out very, very early.
[03:22:44.800 --> 03:22:49.280]  If you were observing your plants and your plants show ball sacks and they show hairs,
[03:22:49.280 --> 03:22:51.120]  they need to go immediately.
[03:22:51.120 --> 03:22:52.720]  Those are hermaphrodite plants.
[03:22:52.720 --> 03:22:55.600]  I know it's 2018 and we're supposed to be acceptable.
[03:22:55.600 --> 03:22:59.080]  I do not accept hermaphroditic plants in my garden for any reason.
[03:22:59.080 --> 03:23:00.320]  They must go.
[03:23:00.320 --> 03:23:04.560]  We're trying to produce high-grade seedless cannabis and a hermaphrodite plant is going
[03:23:04.560 --> 03:23:07.520]  to ruin our whole goal of a seedless garden.
[03:23:07.520 --> 03:23:10.040]  Get rid of the males and get rid of the hermaphrodites.
[03:23:10.040 --> 03:23:14.200]  If you are not sure if that plant is a male or a hermaphrodite, pay very close attention
[03:23:14.200 --> 03:23:15.200]  to it.
[03:23:15.200 --> 03:23:17.820]  Keep an eye on that part you think may be a male part.
[03:23:17.820 --> 03:23:19.080]  It will start to open up.
[03:23:19.080 --> 03:23:20.360]  It will start to hang.
[03:23:20.360 --> 03:23:23.520]  It will give you plenty of warning that it wants to release pollen.
[03:23:23.520 --> 03:23:25.280]  Pay close attention.
[03:23:25.280 --> 03:23:28.600]  Once you've culled your boys and you think you are past the part of the plants revealing
[03:23:28.600 --> 03:23:33.880]  sex, if you were growing from seed, you still need to pay attention for hermaphrodites.
[03:23:33.880 --> 03:23:39.640]  It is not uncommon for things to reveal intersex traits late in flower, sometime around week
[03:23:39.640 --> 03:23:42.800]  seven or week eight or especially week nine.
[03:23:42.800 --> 03:23:46.500]  And if you push them real hard, it's way likely to see them toward week 10.
[03:23:46.500 --> 03:23:50.960]  So pay attention to the hermaphrodite traits in your plants.
[03:23:50.960 --> 03:23:55.560]  If a plant shows herm late in flower, you've got some considerations to make.
[03:23:55.560 --> 03:23:58.940]  If it didn't pop up until week nine, that may be okay.
[03:23:58.940 --> 03:24:03.360]  If that weed is fire, if you just produced some amazing product and that plant herms
[03:24:03.360 --> 03:24:06.000]  late in the bloom cycle, that may be okay.
[03:24:06.000 --> 03:24:09.760]  We're going to cut the plants down before that hermaphrodite is able to cause us any
[03:24:09.760 --> 03:24:10.760]  problems.
[03:24:10.760 --> 03:24:16.640]  Also, a lot of the hermaphrodite plants that show intersex traits late in flower produce
[03:24:16.640 --> 03:24:17.920]  sterile male flowers.
[03:24:17.920 --> 03:24:20.440]  They won't even produce pollen that can pollinate a room.
[03:24:20.440 --> 03:24:23.160]  It'll pop out a couple of nanners and they'll dry up immediately.
[03:24:23.160 --> 03:24:24.980]  They won't ever produce pollen.
[03:24:24.980 --> 03:24:25.980]  So that is up to you.
[03:24:25.980 --> 03:24:29.560]  If you get a plant that does hermaphrodite late in flower, if it's not going to cause
[03:24:29.560 --> 03:24:33.800]  problems and it produces amazing product, it may be worth keeping around.
[03:24:33.800 --> 03:24:35.480]  That is something for you to consider.
[03:24:35.480 --> 03:24:40.240]  Also, if you ever share that clone with people, maybe let them know, hey bro, at the end of
[03:24:40.240 --> 03:24:43.580]  week nine, this one might throw a couple of nanners on you.
[03:24:43.580 --> 03:24:46.420]  As an experienced grower, that's something I'm familiar with.
[03:24:46.420 --> 03:24:47.880]  That's something I'm comfortable with.
[03:24:47.880 --> 03:24:49.840]  That's something I can deal with.
[03:24:49.840 --> 03:24:55.040]  Very many of the chem dog derived strains will herm on you if you let them go past nine
